Hospital_Name,Provider_ID,State,Fiscal_Year,Domain_1_Score,Domain_1_Score_Footnote,Domain_1_Start_Date,Domain_1_End_Date,AHRQ_PSI_90_Score,AHRQ_PSI_90_Score_Footnote,Domain_2_Score,Domain_2_Score_Footnote,CLABSI_Score,CLABSI_Score_Footnote,CAUTI_Score,CAUTI_Score_Footnote,SSI_Score,SSI_Score_Footnote,MRSA_Score,MRSA_Footnote,CDI_Score,CDI_Footnote,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score,Total_HAC_Score_Footnote,Payment_Reduction,Payment_Reduction_Footnote
"HUTCHINSON HEALTH","240187","MN","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.0000","","N/A","5","N/A","5","10","","N/A","5","2","","01-JAN-14","31-DEC-15","5.8500","","No",""
"PHILLIPS EYE INSTITUTE","240196","MN","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","6.0000","","No",""
"RED LAKE HOSPITAL A","240206","MN","2017","N/A","4","01-JUL-13","30-JUN-15","7.0000","4","N/A","4","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","4","No","4"
"FAIRVIEW RIDGES HOSPITAL","240207","MN","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.8000","","6","","10","","8","","1","","9","","01-JAN-14","31-DEC-15","6.2300","","No",""
"HEALTHEAST ST JOHN'S HOSPITAL","240210","MN","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","4.0000","","6","","5","","3","","3","","3","","01-JAN-14","31-DEC-15","4.7500","","No",""
"HEALTHEAST WOODWINDS HOSPITAL","240213","MN","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","4.6667","","N/A","5","N/A","5","9","","1","","4","","01-JAN-14","31-DEC-15","5.0167","","No",""
"MAPLE GROVE HOSPITAL","240214","MN","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","3.6667","","N/A","5","N/A","5","8","","1","","2","","01-JAN-14","31-DEC-15","4.0167","","No",""
"UNIVERSITY OF MISSISSIPPI MED CENTER","250001","MS","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.0000","","7","","5","","8","","9","","6","","01-JAN-14","31-DEC-15","7.4500","","Yes",""
"TISHOMINGO HEALTH SERVICES INC","250002","MS","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"NORTH MISSISSIPPI MEDICAL CENTER","250004","MS","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","6.6000","","8","","9","","4","","9","","3","","01-JAN-14","31-DEC-15","5.9100","","No",""
"BAPTIST MEMORIAL HOSPITAL UNION COUNTY","250006","MS","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","2.6667","","N/A","5","1","","6","","N/A","5","1","","01-JAN-14","31-DEC-15","2.4167","","No",""
"MERIT HEALTH BILOXI","250007","MS","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","2.2000","","1","","2","","4","","1","","3","","01-JAN-14","31-DEC-15","2.9200","","No",""
"MAGNOLIA REGIONAL HEALTH CENTER","250009","MS","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","3.8000","","1","","4","","2","","2","","10","","01-JAN-14","31-DEC-15","4.5800","","No",""
"ALLIANCE HEALTHCARE SYSTEM","250012","MS","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"TRACE REGIONAL HOSP AND SWING BED","250017","MS","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"JASPER GENERAL HOSPITAL","250018","MS","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","10.0000","18","10","18","10","18","10","18","10","18","10","18","01-JAN-14","31-DEC-15","9.5500","","Yes",""
"MEMORIAL HOSPITAL AT GULFPORT","250019","MS","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","4.2000","","3","","4","","6","","3","","5","","01-JAN-14","31-DEC-15","4.7700","","No",""
"WEBSTER GENERAL HOSPITAL/ SWING BED","250020","MS","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"MERIT HEALTH GILMORE MEMORIAL","250025","MS","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","3.3333","","N/A","5","1","","8","","N/A","5","1","","01-JAN-14","31-DEC-15","3.2833","","No",""
"TEXAS COUNTY MEMORIAL HOSPITAL","260024","MO","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","10.0000","","N/A","5","N/A","5","N/A","5","N/A","5","10","","01-JAN-14","31-DEC-15","9.1000","","Yes",""
"HANNIBAL REGIONAL HOSPITAL","260025","MO","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","6.8000","","10","","9","","1","","10","","4","","01-JAN-14","31-DEC-15","6.6800","","Yes",""
"RESEARCH MEDICAL CENTER","260027","MO","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","6.0000","","3","","8","","8","","3","","8","","01-JAN-14","31-DEC-15","5.7000","","No",""
"BARNES JEWISH HOSPITAL","260032","MO","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.0000","","6","","7","","8","","7","","7","","01-JAN-14","31-DEC-15","7.4500","","Yes",""
"BATES COUNTY MEMORIAL HOSPITAL","260034","MO","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","3.0500","","No",""
"COX MEDICAL CENTERS","260040","MO","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","3.8000","","3","","5","","4","","2","","5","","01-JAN-14","31-DEC-15","3.3800","","No",""
"CAPITAL REGION MEDICAL CENTER","260047","MO","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.0000","","1","","9","","6","","9","","5","","01-JAN-14","31-DEC-15","5.8500","","No",""
"TRUMAN MEDICAL CENTER HOSPITAL HILL","260048","MO","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.6000","","9","","7","","7","","7","","3","","01-JAN-14","31-DEC-15","6.9600","","Yes",""
"SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE","260050","MO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.9000","","No",""
"MERCY HOSPITAL WASHINGTON","260052","MO","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","6.4000","","7","","6","","10","","4","","5","","01-JAN-14","31-DEC-15","5.5900","","No",""
"CAMERON REGIONAL MEDICAL CENTER","260057","MO","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","1.0000","","1","","1","","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.6000","","No",""
"MERCY HOSPITAL LEBANON","260059","MO","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","7.0000","","N/A","5","N/A","5","6","","N/A","5","8","","01-JAN-14","31-DEC-15","6.4000","","No",""
"NEVADA REGIONAL MEDICAL CENTER","260061","MO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.9000","","No",""
"SAINT LUKES NORTHLAND HOSPITAL","260062","MO","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.0000","","1","","10","","10","","1","","8","","01-JAN-14","31-DEC-15","5.8500","","No",""
"SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN","260064","MO","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.0000","","N/A","5","1","","9","","N/A","5","5","","01-JAN-14","31-DEC-15","4.5500","","No",""
"MERCY HOSPITAL SPRINGFIELD","260065","MO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","6.0000","","4","","8","","4","","5","","9","","01-JAN-14","31-DEC-15","6.1500","","No",""
"BOONE HOSPITAL CENTER","260068","MO","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","7.4000","","7","","7","","6","","8","","9","","01-JAN-14","31-DEC-15","6.5900","","Yes",""
"PEMISCOT COUNTY MEMORIAL HOSPITAL","260070","MO","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","1.0000","","1","","1","","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.4500","","No",""
"MOBERLY REGIONAL MEDICAL CENTER","260074","MO","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","4.0000","","N/A","5","N/A","5","N/A","5","N/A","5","4","","01-JAN-14","31-DEC-15","4.7500","","No",""
"ST ANTHONY'S MEDICAL CENTER","260077","MO","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.4000","","3","","5","","6","","5","","8","","01-JAN-14","31-DEC-15","6.0900","","No",""
"OZARKS MEDICAL CENTER","260078","MO","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","4.8000","","8","","3","","2","","7","","4","","01-JAN-14","31-DEC-15","4.2300","","No",""
"SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY","260080","MO","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","6.0000","","No",""
"SSM HEALTH ST CLARE HOSPITAL - FENTON","260081","MO","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.6000","","9","","8","","3","","10","","3","","01-JAN-14","31-DEC-15","6.0600","","No",""
"ST JOSEPH MEDICAL CENTER","260085","MO","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","4.4000","","3","","3","","2","","4","","10","","01-JAN-14","31-DEC-15","4.3400","","No",""
"SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS","260091","MO","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","4.8000","","5","","8","","3","","5","","3","","01-JAN-14","31-DEC-15","5.2800","","No",""
"COX MEDICAL CENTER BRANSON","260094","MO","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","4.6000","","1","","7","","3","","6","","6","","01-JAN-14","31-DEC-15","4.6600","","No",""
"CENTERPOINT MEDICAL CENTER","260095","MO","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","7.4000","","4","","9","","7","","8","","9","","01-JAN-14","31-DEC-15","6.4400","","No",""
"NORTH KANSAS CITY HOSPITAL","260096","MO","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","6.0000","","4","","6","","4","","6","","10","","01-JAN-14","31-DEC-15","5.4000","","No",""
"WESTERN MISSOURI MEDICAL CENTER","260097","MO","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","1.0000","","N/A","5","1","","1","","N/A","5","1","","01-JAN-14","31-DEC-15","1.4500","","No",""
"TRUMAN MEDICAL CENTER LAKEWOOD","260102","MO","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.6000","","1","","8","","10","","6","","3","","01-JAN-14","31-DEC-15","6.1100","","No",""
"SSM HEALTH DEPAUL HOSPITAL ST LOUIS","260104","MO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","6.8000","","10","","8","","2","","9","","5","","01-JAN-14","31-DEC-15","6.8300","","Yes",""
"SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL","260105","MO","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.0000","","8","","8","","8","","7","","4","","01-JAN-14","31-DEC-15","7.4500","","Yes",""
"MISSOURI BAPTIST MEDICAL CENTER","260108","MO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","5.6000","","6","","8","","7","","4","","3","","01-JAN-14","31-DEC-15","5.8100","","No",""
"SOUTHEASTHEALTH","260110","MO","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","7.4000","","9","","10","","6","","6","","6","","01-JAN-14","31-DEC-15","7.6400","","Yes",""
"MISSOURI DELTA MEDICAL CENTER","260113","MO","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","6.6000","","9","","4","","10","","6","","4","","01-JAN-14","31-DEC-15","6.5100","","No",""
"POPLAR BLUFF REGIONAL MEDICAL CENTER","260119","MO","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.6000","","5","","4","","9","","9","","6","","01-JAN-14","31-DEC-15","6.3600","","No",""
"FREEMAN HEALTH SYSTEM - FREEMAN WEST","260137","MO","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","2.6000","","2","","3","","2","","2","","4","","01-JAN-14","31-DEC-15","2.8100","","No",""
"ST LUKES HOSPITAL OF KANSAS CITY","260138","MO","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.4000","","9","","7","","3","","6","","7","","01-JAN-14","31-DEC-15","6.1900","","No",""
"UNIVERSITY OF MISSOURI HEALTH CARE","260141","MO","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.8000","","4","","7","","4","","6","","8","","01-JAN-14","31-DEC-15","6.4300","","No",""
"FITZGIBBON HOSPITAL","260142","MO","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","3.0000","","N/A","5","N/A","5","N/A","5","N/A","5","3","","01-JAN-14","31-DEC-15","3.3000","","No",""
"SOUTHEASTHEALTH CENTER OF STODDARD COUNTY","260160","MO","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","2.0500","","No",""
"BARNES-JEWISH WEST COUNTY HOSPITAL","260162","MO","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.0000","","N/A","5","N/A","5","5","","N/A","5","3","","01-JAN-14","31-DEC-15","3.7000","","No",""
"PARKLAND HEALTH CENTER","260163","MO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","6.0000","","N/A","5","N/A","5","10","","1","","7","","01-JAN-14","31-DEC-15","6.1500","","No",""
"GOLDEN VALLEY MEMORIAL HOSPITAL","260175","MO","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","1.6667","","N/A","5","1","","1","","N/A","5","3","","01-JAN-14","31-DEC-15","1.5667","","No",""
"DES PERES HOSPITAL","260176","MO","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","4.4000","","1","","8","","7","","1","","5","","01-JAN-14","31-DEC-15","4.9400","","No",""
"LIBERTY HOSPITAL","260177","MO","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","5.2000","","5","","6","","7","","2","","6","","01-JAN-14","31-DEC-15","4.8700","","No",""
"ST LUKES HOSPITAL","260179","MO","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","3.8000","","3","","4","","6","","3","","3","","01-JAN-14","31-DEC-15","4.7300","","No",""
"CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST","260180","MO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","7.6000","","9","","9","","7","","8","","5","","01-JAN-14","31-DEC-15","7.5100","","Yes",""
"SAINT FRANCIS MEDICAL CENTER","260183","MO","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","8.0000","","9","","6","","8","","10","","7","","01-JAN-14","31-DEC-15","8.0000","","Yes",""
"LAKE REGIONAL HEALTH SYSTEM","260186","MO","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","7.2000","","5","","9","","6","","10","","6","","01-JAN-14","31-DEC-15","6.2700","","No",""
"LEE'S SUMMIT MEDICAL CENTER","260190","MO","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.6000","","4","","8","","4","","6","","6","","01-JAN-14","31-DEC-15","5.0600","","No",""
"ST MARY'S MEDICAL CENTER","260193","MO","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","5.8000","","4","","4","","4","","7","","10","","01-JAN-14","31-DEC-15","5.8300","","No",""
"CITIZENS MEMORIAL HOSPITAL","260195","MO","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.7500","","1","","8","","1","","N/A","5","9","","01-JAN-14","31-DEC-15","4.3375","","No",""
"SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS","260200","MO","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","6.4000","","9","","7","","3","","9","","4","","01-JAN-14","31-DEC-15","5.7400","","No",""
"OZARKS COMMUNITY HOSPITAL","260207","MO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","10.0000","","N/A","5","N/A","5","N/A","5","N/A","5","10","","01-JAN-14","31-DEC-15","9.5500","","Yes",""
"FULTON MEDICAL CENTER LLC","260209","MO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.7500","","No",""
"ST ALEXIUS HOSPITAL","260210","MO","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.0000","","10","","9","","1","","3","","2","","01-JAN-14","31-DEC-15","5.4500","","No",""
"BELTON REGIONAL MEDICAL CENTER","260214","MO","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","2.0000","","N/A","5","1","","1","","N/A","5","4","","01-JAN-14","31-DEC-15","2.0000","","No",""
"SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","260216","MO","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.8000","","3","","10","","6","","1","","9","","01-JAN-14","31-DEC-15","5.2300","","No",""
"PROGRESS WEST HOSPITAL","260219","MO","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","5.8000","","10","","10","","6","","1","","2","","01-JAN-14","31-DEC-15","5.8300","","No",""
"BLACK RIVER COMMUNITY MEDICAL CENTER","260227","MO","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","6.0000","","No",""
"ST PETER'S HOSPITAL","270003","MT","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","4.2000","","6","","3","","2","","7","","3","","01-JAN-14","31-DEC-15","4.4700","","No",""
"BILLINGS CLINIC HOSPITAL","270004","MT","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.4000","","9","","4","","5","","8","","6","","01-JAN-14","31-DEC-15","6.1900","","No",""
"BENEFIS HOSPITALS INC","270012","MT","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.6000","","9","","6","","5","","4","","9","","01-JAN-14","31-DEC-15","6.3600","","No",""
"ST PATRICK HOSPITAL","270014","MT","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","6.0000","","8","","7","","2","","7","","6","","01-JAN-14","31-DEC-15","5.7000","","No",""
"ST JAMES HEALTHCARE","270017","MT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.0000","","8","","5","","1","","3","","8","","01-JAN-14","31-DEC-15","5.7500","","No",""
"COMMUNITY MEDICAL CENTER","270023","MT","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","5.0000","","1","","9","","1","","4","","10","","01-JAN-14","31-DEC-15","5.1500","","No",""
"NORTHERN MONTANA HOSPITAL","270032","MT","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","2.0500","","No",""
"ST VINCENT HEALTHCARE","270049","MT","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.8000","","7","","7","","7","","5","","3","","01-JAN-14","31-DEC-15","6.2800","","No",""
"KALISPELL REGIONAL MEDICAL CENTER","270051","MT","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","4.8000","","1","","9","","6","","3","","5","","01-JAN-14","31-DEC-15","5.2800","","No",""
"BOZEMAN HEALTH DEACONESS HOSPITAL","270057","MT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.8000","","4","","7","","8","","1","","9","","01-JAN-14","31-DEC-15","6.4300","","No",""
"P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET","270074","MT","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"GREAT FALLS CLINIC HOSPITAL","270086","MT","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.1500","","No",""
"THE HEALTHCENTER","270087","MT","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","5.5000","","N/A","5","N/A","5","9","","N/A","5","2","","01-JAN-14","31-DEC-15","5.4250","","No",""
"BRYAN MEDICAL CENTER","280003","NE","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","5.0000","","6","","7","","6","","3","","3","","01-JAN-14","31-DEC-15","5.1500","","No",""
"CHI HEALTH GOOD SAMARITAN","280009","NE","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","5.6000","","5","","10","","2","","1","","10","","01-JAN-14","31-DEC-15","5.8100","","No",""
"THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE","280013","NE","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","8.6000","","10","","9","","9","","7","","8","","01-JAN-14","31-DEC-15","8.8100","","Yes",""
"CHI HEALTH ST ELIZABETH","280020","NE","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.0000","","8","","5","","5","","8","","4","","01-JAN-14","31-DEC-15","6.4500","","No",""
"CHI HEALTH ST FRANCIS","280023","NE","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","4.0000","","3","","7","","3","","3","","4","","01-JAN-14","31-DEC-15","4.9000","","No",""
"CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY","280030","NE","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","6.8000","","8","","9","","6","","8","","3","","01-JAN-14","31-DEC-15","5.9300","","No",""
"MARY LANNING HEALTHCARE","280032","NE","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","1.4000","","1","","1","","1","","1","","3","","01-JAN-14","31-DEC-15","2.5400","","No",""
"METHODIST HOSPITAL","280040","NE","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","4.0000","","4","","3","","7","","3","","3","","01-JAN-14","31-DEC-15","4.7500","","No",""
"CHI HLTH CREIGHTON UNIVERSITY MED CTR-BERGAN MERCY","280060","NE","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.2000","","7","","6","","10","","2","","6","","01-JAN-14","31-DEC-15","5.7200","","No",""
"REGIONAL WEST MEDICAL CENTER","280061","NE","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","5.6000","","6","","5","","8","","4","","5","","01-JAN-14","31-DEC-15","4.9100","","No",""
"GREAT PLAINS HEALTH","280065","NE","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","7.2000","","1","","8","","9","","8","","10","","01-JAN-14","31-DEC-15","6.7200","","Yes",""
"FREMONT HEALTH MEDICAL CENTER","280077","NE","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","6.7500","","8","","1","","9","","N/A","5","9","","01-JAN-14","31-DEC-15","7.2375","","Yes",""
"CHI HEALTH IMMANUEL","280081","NE","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","2.0000","","3","","2","","2","","2","","1","","01-JAN-14","31-DEC-15","2.6000","","No",""
"CHI HEALTH MIDLANDS","280105","NE","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","2.2500","","1","","1","","1","","N/A","5","6","","01-JAN-14","31-DEC-15","3.1125","","No",""
"COLUMBUS COMMUNITY HOSPITAL","280111","NE","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","2.0000","","N/A","5","N/A","5","3","","N/A","5","1","","01-JAN-14","31-DEC-15","1.8500","","No",""
