Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Pain Management Floor,Pain Management Achievement Threshold,Pain Management Benchmark,Pain Management Baseline Rate,Pain Management Performance Rate,Pain Management Achievement Points,Pain Management Improvement Points,Pain Management Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
"050204","PALMDALE REGIONAL MEDICAL CENTER","38600 MEDICAL CENTER DRIVE","Palmdale","CA","93552","LOS ANGELES","58.14","78.19","86.61","77.87","79.02","1 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","79.29","76.55","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","66.36","69.14","3 out of 10","2 out of 9","3 out of 10","49.53","70.28","78.33","75.28","71.49","2 out of 10","0 out of 9","2 out of 10","41.42","62.88","73.36","63.21","63.79","1 out of 10","0 out of 9","1 out of 10","44.32","65.30","79.39","73.06","69.47","3 out of 10","0 out of 9","3 out of 10","64.09","85.91","91.23","87.53","85.18","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","77.10","73.56","3 out of 10","0 out of 9","3 out of 10","13","15"
"440017","WELLMONT HOLSTON VALLEY MEDICAL CENTER","130 WEST RAVINE ROAD","Kingsport","TN","37660","SULLIVAN","58.14","78.19","86.61","82.65","82.40","5 out of 10","0 out of 9","5 out of 10","63.58","80.51","88.80","82.95","83.75","4 out of 10","1 out of 9","4 out of 10","37.29","65.05","80.01","67.98","68.13","2 out of 10","0 out of 9","2 out of 10","49.53","70.28","78.33","71.86","72.79","3 out of 10","1 out of 9","3 out of 10","41.42","62.88","73.36","63.31","66.05","3 out of 10","2 out of 9","3 out of 10","44.32","65.30","79.39","65.77","65.02","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","84.22","88.35","5 out of 10","5 out of 9","5 out of 10","35.99","70.02","84.60","72.65","75.98","4 out of 10","2 out of 9","4 out of 10","26","19"
"370089","NORTHEASTERN HEALTH SYSTEM","1400 EAST DOWNING STREET","Tahlequah","OK","74465","CHEROKEE","58.14","78.19","86.61","73.31","75.30","0 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","76.94","76.76","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","64.38","69.15","3 out of 10","3 out of 9","3 out of 10","49.53","70.28","78.33","60.23","66.19","0 out of 10","3 out of 9","3 out of 10","41.42","62.88","73.36","61.10","60.45","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","58.40","62.69","0 out of 10","2 out of 9","2 out of 10","64.09","85.91","91.23","83.55","83.78","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","64.54","61.03","0 out of 10","0 out of 9","0 out of 10","9","14"
"060004","PLATTE VALLEY MEDICAL CENTER","1600 PRAIRIE CENTER PARKWAY","Brighton","CO","80601","ADAMS","58.14","78.19","86.61","78.19","78.48","1 out of 10","0 out of 9","1 out of 10","63.58","80.51","88.80","80.95","82.72","3 out of 10","2 out of 9","3 out of 10","37.29","65.05","80.01","70.16","68.43","3 out of 10","0 out of 9","3 out of 10","49.53","70.28","78.33","69.18","73.44","4 out of 10","4 out of 9","4 out of 10","41.42","62.88","73.36","67.63","61.92","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","71.01","72.93","5 out of 10","2 out of 9","5 out of 10","64.09","85.91","91.23","89.35","91.77","10 out of 10","9 out of 9","10 out of 10","35.99","70.02","84.60","76.83","72.47","2 out of 10","0 out of 9","2 out of 10","28","19"
"140211","DELNOR COMMUNITY HOSPITAL","300 RANDALL RD","Geneva","IL","60134","KANE","58.14","78.19","86.61","80.02","80.65","3 out of 10","0 out of 9","3 out of 10","63.58","80.51","88.80","78.97","79.89","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","69.20","62.98","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","70.93","70.53","1 out of 10","0 out of 9","1 out of 10","41.42","62.88","73.36","62.09","61.10","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","65.34","63.26","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","90.20","89.88","7 out of 10","0 out of 9","7 out of 10","35.99","70.02","84.60","76.74","74.16","3 out of 10","0 out of 9","3 out of 10","14","18"
"110091","ROCKDALE MEDICAL CENTER","1412 MILSTEAD AVENUE, NE","Conyers","GA","30012","ROCKDALE","58.14","78.19","86.61","73.60","74.91","0 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","80.48","80.14","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","56.57","57.02","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","68.02","66.63","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","57.07","55.80","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","64.93","65.35","1 out of 10","0 out of 9","1 out of 10","64.09","85.91","91.23","81.15","83.99","0 out of 10","2 out of 9","2 out of 10","35.99","70.02","84.60","67.00","67.99","0 out of 10","0 out of 9","0 out of 10","4","13"
"390153","MAIN LINE HOSPITAL PAOLI","255 WEST LANCASTER AVENUE","Paoli","PA","19301","CHESTER","58.14","78.19","86.61","82.94","84.84","8 out of 10","5 out of 9","8 out of 10","63.58","80.51","88.80","78.47","81.88","2 out of 10","3 out of 9","3 out of 10","37.29","65.05","80.01","68.17","70.59","4 out of 10","2 out of 9","4 out of 10","49.53","70.28","78.33","74.50","73.17","4 out of 10","0 out of 9","4 out of 10","41.42","62.88","73.36","63.14","65.82","3 out of 10","2 out of 9","3 out of 10","44.32","65.30","79.39","62.60","64.42","0 out of 10","1 out of 9","1 out of 10","64.09","85.91","91.23","86.51","88.56","5 out of 10","4 out of 9","5 out of 10","35.99","70.02","84.60","82.39","85.63","10 out of 10","9 out of 9","10 out of 10","38","19"
"370034","MCALESTER REGIONAL HEALTH CENTER AUTHORITY","ONE CLARK BASS BOULEVARD","Mcalester","OK","74501","PITTSBURG","58.14","78.19","86.61","72.61","70.69","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","76.12","79.08","0 out of 10","2 out of 9","2 out of 10","37.29","65.05","80.01","58.43","54.67","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","68.60","61.36","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","56.91","55.05","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","62.87","60.33","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","79.98","84.41","0 out of 10","3 out of 9","3 out of 10","35.99","70.02","84.60","57.55","57.26","0 out of 10","0 out of 9","0 out of 10","5","11"
"510086","WELCH COMMUNITY HOSPITAL","454 MCDOWELL STREET","Welch","WV","24801","MCDOWELL","58.14","78.19","86.61","80.53","88.85","10 out of 10","9 out of 9","10 out of 10","63.58","80.51","88.80","84.13","89.75","10 out of 10","9 out of 9","10 out of 10","37.29","65.05","80.01","75.84","79.87","9 out of 10","9 out of 9","9 out of 10","49.53","70.28","78.33","68.00","80.97","10 out of 10","9 out of 9","10 out of 10","41.42","62.88","73.36","69.57","80.43","10 out of 10","9 out of 9","10 out of 10","44.32","65.30","79.39","75.30","75.85","7 out of 10","1 out of 9","7 out of 10","64.09","85.91","91.23","89.78","92.76","10 out of 10","9 out of 9","10 out of 10","35.99","70.02","84.60","67.33","71.39","1 out of 10","2 out of 9","2 out of 10","68","20"
"140231","EDWARD HOSPITAL","801 SOUTH WASHINGTON","Naperville","IL","60540","DU PAGE","58.14","78.19","86.61","77.31","78.45","1 out of 10","1 out of 9","1 out of 10","63.58","80.51","88.80","80.26","79.79","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","61.21","62.06","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","69.72","72.31","3 out of 10","3 out of 9","3 out of 10","41.42","62.88","73.36","62.73","63.75","1 out of 10","0 out of 9","1 out of 10","44.32","65.30","79.39","62.18","62.58","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","83.52","84.51","0 out of 10","1 out of 9","1 out of 10","35.99","70.02","84.60","75.11","72.13","2 out of 10","0 out of 9","2 out of 10","8","17"
"260062","SAINT LUKES NORTHLAND HOSPITAL","5830 N W BARRY ROAD","Kansas City","MO","64154","PLATTE","58.14","78.19","86.61","77.35","73.94","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","80.98","79.46","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","58.58","58.30","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","69.75","66.49","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","64.86","58.89","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","68.09","67.63","2 out of 10","0 out of 9","2 out of 10","64.09","85.91","91.23","86.45","89.69","7 out of 10","6 out of 9","7 out of 10","35.99","70.02","84.60","73.04","72.67","2 out of 10","0 out of 9","2 out of 10","11","15"
"050234","SHARP CORONADO HOSPITAL AND HLTHCR CTR","250 PROSPECT PLACE","Coronado","CA","92118","SAN DIEGO","58.14","78.19","86.61","85.94","83.42","6 out of 10","0 out of 9","6 out of 10","63.58","80.51","88.80","84.36","82.74","3 out of 10","0 out of 9","3 out of 10","37.29","65.05","80.01","78.53","73.04","5 out of 10","0 out of 9","5 out of 10","49.53","70.28","78.33","76.71","73.68","4 out of 10","0 out of 9","4 out of 10","41.42","62.88","73.36","71.66","69.09","6 out of 10","0 out of 9","6 out of 10","44.32","65.30","79.39","77.02","76.20","7 out of 10","0 out of 9","7 out of 10","64.09","85.91","91.23","92.20","91.53","10 out of 10","0 out of 9","10 out of 10","35.99","70.02","84.60","80.20","81.22","7 out of 10","2 out of 9","7 out of 10","48","20"
"370015","ALLIANCEHEALTH PRYOR","111 NORTH BAILEY STREET","Pryor","OK","74361","MAYES","58.14","78.19","86.61","77.94","79.93","2 out of 10","2 out of 9","2 out of 10","63.58","80.51","88.80","83.90","85.21","6 out of 10","2 out of 9","6 out of 10","37.29","65.05","80.01","69.01","75.00","6 out of 10","5 out of 9","6 out of 10","49.53","70.28","78.33","61.50","73.15","4 out of 10","6 out of 9","6 out of 10","41.42","62.88","73.36","62.31","66.20","3 out of 10","3 out of 9","3 out of 10","44.32","65.30","79.39","72.55","69.41","3 out of 10","0 out of 9","3 out of 10","64.09","85.91","91.23","87.36","89.38","6 out of 10","5 out of 9","6 out of 10","35.99","70.02","84.60","61.69","69.15","0 out of 10","3 out of 9","3 out of 10","35","19"
"190164","BYRD REGIONAL HOSPITAL","1020 FERTITTA BLVD","Leesville","LA","71446","VERNON","58.14","78.19","86.61","76.76","76.67","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","84.25","81.74","2 out of 10","0 out of 9","2 out of 10","37.29","65.05","80.01","65.71","65.32","1 out of 10","0 out of 9","1 out of 10","49.53","70.28","78.33","71.78","70.34","1 out of 10","0 out of 9","1 out of 10","41.42","62.88","73.36","64.82","66.23","3 out of 10","1 out of 9","3 out of 10","44.32","65.30","79.39","64.76","67.71","2 out of 10","2 out of 9","2 out of 10","64.09","85.91","91.23","83.77","84.40","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","62.73","65.04","0 out of 10","1 out of 9","1 out of 10","10","17"
"450730","BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON","4343 NORTH JOSEY LANE","Carrollton","TX","75010","DENTON","58.14","78.19","86.61","72.47","72.78","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","76.35","74.91","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","60.04","58.58","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","68.19","68.95","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","58.51","57.89","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","63.78","64.63","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","82.95","84.39","0 out of 10","1 out of 9","1 out of 10","35.99","70.02","84.60","67.03","68.00","0 out of 10","0 out of 9","0 out of 10","1","13"
"360118","OHIOHEALTH MANSFIELD HOSPITAL","335 GLESSNER AVENUE","Mansfield","OH","44903","RICHLAND","58.14","78.19","86.61","82.26","80.21","3 out of 10","0 out of 9","3 out of 10","63.58","80.51","88.80","79.97","75.80","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","73.65","70.44","4 out of 10","0 out of 9","4 out of 10","49.53","70.28","78.33","73.55","70.31","1 out of 10","0 out of 9","1 out of 10","41.42","62.88","73.36","63.24","61.70","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","65.66","62.17","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","85.91","86.62","2 out of 10","1 out of 9","2 out of 10","35.99","70.02","84.60","69.72","66.63","0 out of 10","0 out of 9","0 out of 10","10","14"
"140124","JOHN H STROGER JR HOSPITAL","1901 W HARRISON ST","Chicago","IL","60612","COOK","58.14","78.19","86.61","64.13","69.96","0 out of 10","2 out of 9","2 out of 10","63.58","80.51","88.80","79.47","81.18","1 out of 10","1 out of 9","1 out of 10","37.29","65.05","80.01","51.62","53.37","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","62.70","64.21","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","51.46","55.41","0 out of 10","1 out of 9","1 out of 10","44.32","65.30","79.39","49.96","53.10","0 out of 10","1 out of 9","1 out of 10","64.09","85.91","91.23","75.40","81.54","0 out of 10","3 out of 9","3 out of 10","35.99","70.02","84.60","54.49","62.04","0 out of 10","2 out of 9","2 out of 10","10","8"
"240213","HEALTHEAST WOODWINDS HOSPITAL","1925 WOODWINDS DRIVE","Woodbury","MN","55125","WASHINGTON","58.14","78.19","86.61","86.66","81.20","4 out of 10","0 out of 9","4 out of 10","63.58","80.51","88.80","83.00","80.20","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","74.84","73.84","6 out of 10","0 out of 9","6 out of 10","49.53","70.28","78.33","72.26","72.49","3 out of 10","0 out of 9","3 out of 10","41.42","62.88","73.36","70.27","66.69","4 out of 10","0 out of 9","4 out of 10","44.32","65.30","79.39","73.21","69.82","3 out of 10","0 out of 9","3 out of 10","64.09","85.91","91.23","90.42","90.89","9 out of 10","5 out of 9","9 out of 10","35.99","70.02","84.60","85.23","81.77","8 out of 10","0 out of 9","8 out of 10","37","19"
"520076","BEAVER DAM COMMUNITY HOSPITAL","707 S UNIVERSITY AVE","Beaver Dam","WI","53916","DODGE","58.14","78.19","86.61","78.37","83.47","6 out of 10","6 out of 9","6 out of 10","63.58","80.51","88.80","78.91","81.20","1 out of 10","2 out of 9","2 out of 10","37.29","65.05","80.01","69.76","78.64","9 out of 10","8 out of 9","9 out of 10","49.53","70.28","78.33","69.47","71.58","2 out of 10","2 out of 9","2 out of 10","41.42","62.88","73.36","64.28","73.52","10 out of 10","9 out of 9","10 out of 10","44.32","65.30","79.39","66.86","70.90","4 out of 10","3 out of 9","4 out of 10","64.09","85.91","91.23","88.32","89.22","6 out of 10","3 out of 9","6 out of 10","35.99","70.02","84.60","67.47","69.99","0 out of 10","1 out of 9","1 out of 10","40","19"
"450518","THE MEDICAL CENTER OF SOUTHEAST TEXAS","2555 JIMMY JOHNSON BLVD","Port Arthur","TX","77640","JEFFERSON","58.14","78.19","86.61","74.18","74.55","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","81.17","78.05","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","60.71","57.21","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","67.03","65.86","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","60.62","62.52","0 out of 10","1 out of 9","1 out of 10","44.32","65.30","79.39","68.02","67.89","2 out of 10","0 out of 9","2 out of 10","64.09","85.91","91.23","84.50","84.50","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","68.08","66.16","0 out of 10","0 out of 9","0 out of 10","3","14"
"360087","LUTHERAN HOSPITAL","1730 WEST 25TH STREET","Cleveland","OH","44113","CUYAHOGA","58.14","78.19","86.61","81.56","85.41","8 out of 10","7 out of 9","8 out of 10","63.58","80.51","88.80","80.97","81.95","2 out of 10","1 out of 9","2 out of 10","37.29","65.05","80.01","67.12","70.13","4 out of 10","2 out of 9","4 out of 10","49.53","70.28","78.33","70.23","72.47","3 out of 10","2 out of 9","3 out of 10","41.42","62.88","73.36","65.53","71.13","8 out of 10","7 out of 9","8 out of 10","44.32","65.30","79.39","67.67","77.31","8 out of 10","8 out of 9","8 out of 10","64.09","85.91","91.23","91.62","90.62","8 out of 10","0 out of 9","8 out of 10","35.99","70.02","84.60","72.13","74.76","3 out of 10","2 out of 9","3 out of 10","44","20"
"530008","SAGEWEST HEALTH CARE","2100 W SUNSET DR","Riverton","WY","82501","FREMONT","58.14","78.19","86.61","70.88","69.82","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","76.24","75.63","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","56.19","60.00","0 out of 10","1 out of 9","1 out of 10","49.53","70.28","78.33","63.92","62.36","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","62.06","59.36","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","57.19","55.63","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","85.80","83.87","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","55.80","58.28","0 out of 10","0 out of 9","0 out of 10","1","10"
"050055","CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","3555 CESAR CHAVEZ STREET","San Francisco","CA","94110","SAN FRANCISCO","58.14","78.19","86.61","70.64","68.88","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","75.03","75.31","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","60.13","57.98","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","66.17","65.44","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","56.98","51.80","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","58.88","58.30","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","79.98","80.89","0 out of 10","0 out of 9","0 out of 10","35.99","70.02","84.60","58.72","58.73","0 out of 10","0 out of 9","0 out of 10","0","9"
"360052","GOOD SAMARITAN HOSPITAL","2222 PHILADELPHIA DRIVE","Dayton","OH","45406","MONTGOMERY","58.14","78.19","86.61","79.29","74.41","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","77.83","74.00","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","62.09","49.83","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","69.41","64.95","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","60.87","55.66","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","56.68","58.61","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","90.88","91.39","10 out of 10","9 out of 9","10 out of 10","35.99","70.02","84.60","69.22","65.67","0 out of 10","0 out of 9","0 out of 10","10","9"
"140147","RICHLAND MEMORIAL HOSPITAL","800 EAST LOCUST","Olney","IL","62450","RICHLAND","58.14","78.19","86.61","81.24","79.89","2 out of 10","0 out of 9","2 out of 10","63.58","80.51","88.80","86.72","88.35","9 out of 10","7 out of 9","9 out of 10","37.29","65.05","80.01","72.62","70.05","4 out of 10","0 out of 9","4 out of 10","49.53","70.28","78.33","74.11","69.85","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","67.18","67.39","4 out of 10","0 out of 9","4 out of 10","44.32","65.30","79.39","69.69","71.37","4 out of 10","1 out of 9","4 out of 10","64.09","85.91","91.23","93.52","90.71","9 out of 10","0 out of 9","9 out of 10","35.99","70.02","84.60","75.15","77.11","5 out of 10","2 out of 9","5 out of 10","37","19"
"360051","MIAMI VALLEY HOSPITAL","ONE WYOMING STREET","Dayton","OH","45409","MONTGOMERY","58.14","78.19","86.61","79.78","74.75","0 out of 10","0 out of 9","0 out of 10","63.58","80.51","88.80","77.77","72.49","0 out of 10","0 out of 9","0 out of 10","37.29","65.05","80.01","64.25","55.46","0 out of 10","0 out of 9","0 out of 10","49.53","70.28","78.33","71.92","67.88","0 out of 10","0 out of 9","0 out of 10","41.42","62.88","73.36","62.08","59.95","0 out of 10","0 out of 9","0 out of 10","44.32","65.30","79.39","67.40","63.97","0 out of 10","0 out of 9","0 out of 10","64.09","85.91","91.23","89.95","88.68","5 out of 10","0 out of 9","5 out of 10","35.99","70.02","84.60","75.70","68.96","0 out of 10","0 out of 9","0 out of 10","5","10"
"010168","JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","Phenix City","AL","36867","RUSSELL","58.14","78.19","86.61","82.67","83.03","6 out of 10","0 out of 9","6 out of 10","63.58","80.51","88.80","88.37","84.34","5 out of 10","0 out of 9","5 out of 10","37.29","65.05","80.01","71.19","73.73","6 out of 10","2 out of 9","6 out of 10","49.53","70.28","78.33","72.45","75.31","6 out of 10","4 out of 9","6 out of 10","41.42","62.88","73.36","70.44","66.91","4 out of 10","0 out of 9","4 out of 10","44.32","65.30","79.39","76.72","80.22","10 out of 10","9 out of 9","10 out of 10","64.09","85.91","91.23","89.33","89.50","7 out of 10","0 out of 9","7 out of 10","35.99","70.02","84.60","81.41","80.96","7 out of 10","0 out of 9","7 out of 10","51","20"
"110150","OCONEE REGIONAL MEDICAL CENTER","821 N COBB STREET  POST OFFICE BOX 690","Milledgeville","GA","31061","BALDWIN","58.14","78.19","86.61","79.59","79.13","1 out of 10","0 out of 9","1 out of 10","63.58","80.51","88.80","85.34","85.46","6 out of 10","0 out of 9","6 out of 10","37.29","65.05","80.01","64.67","65.23","1 out of 10","0 out of 9","1 out of 10","49.53","70.28","78.33","70.67","74.10","5 out of 10","4 out of 9","5 out of 10","41.42","62.88","73.36","63.23","67.21","4 out of 10","3 out of 9","4 out of 10","44.32","65.30","79.39","66.85","71.71","5 out of 10","3 out of 9","5 out of 10","64.09","85.91","91.23","85.78","91.00","9 out of 10","9 out of 9","9 out of 10","35.99","70.02","84.60","67.55","69.56","0 out of 10","1 out of 9","1 out of 10","32","19"
