ASC_Name,Provider_ID,NPI,City,State,Zip_Code,Year,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_5_Measure_Rate,ASC_5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC6_SSChecklist,ASC_6_Footnote,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Skin,ASC_7_Genitourinary,ASC_7_Musculoskeletal,ASC_7_Multi_System,ASC_7_Nervous_System,ASC_7_Respiratory,ASC_7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC_8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC_9_Footnote,ASC_10_rate,ASC_10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date,ASC_11_rate,ASC_11_Footnote,ASC_11_Encounter_Start_Date,ASC_11_Encounter_End_Date
"Urbana GI Endoscopy Center, LLC",21C0001460,1821115700,Ijamsville,MD,21754,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,2781,2781,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,90.70,,94.59,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Monocacy Surgery Center,21C0001551,1821421256,Frederick,MD,21703,2015,0.000,,0.000,,0.000,,0.000,,980.00,,01/01/2015,12/31/2015,Yes,,652,0,0,2,0,283,0,303,64,,01/01/2015,12/31/2015,97.96,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Center for Pain Medicaine and Physiatric Rehabilitation,21C0001437,1831107200,Annapolis,MD,21401,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,2032,0,0,0,0,2032,0,0,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Center for Pain Medicaine and Physiatric Rehabilitation,21C0001487,1831107200,Chester,MD,21639,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,2032,0,0,0,0,2032,0,0,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Facial Plastic Surgicenter, LTD",21C0001054,1831118892,Baltimore,MD,21208,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Surgical CTR of Greater Annapolis, Inc.",21C0001029,1831153527,Arnold,MD,21012,2015,0.000,,0.000,,0.000,,0.000,,916.67,,01/01/2015,12/31/2015,Yes,,2516,0,2516,0,0,0,0,0,0,,01/01/2015,12/31/2015,93.33,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Advanced Endoscopy Center of Howard County, LLC",21C0001343,1831214717,Columbia,MD,21045,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1439,1439,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,75.86,,2015/2016,91.78,,82.80,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Hagerstown Surgery Center,21C0001525,1831489335,Hagerstown,MD,21742,2015,0.000,,0.000,,0.000,,1.178,,965.81,,01/01/2015,12/31/2015,Yes,,1544,0,38,0,0,1482,0,24,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Carroll Foot and Ankle Surgery Center ASC,21C0001554,1831524156,Eldersburg,MD,21784,2015,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Ambulatory Center for Aesthetic and Reconstructive Surgery,21C0001455,1841325214,Frederick,MD,21702,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Ruxton Surgi Center,21C0001273,1841347143,Towson,MD,21204,2015,0.000,,0.000,,0.000,,0.000,,996.43,,01/01/2015,12/31/2015,Yes,,9369,0,0,0,0,1476,0,7893,0,,01/01/2015,12/31/2015,90.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Maryland Podiatry Surgical Center,21C0001543,1841517976,Ellicott City,MD,21043,2015,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Mvp Ambulatory Surgical Centers, LLC",21C0001559,1841621372,Columbia,MD,21045,2015,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,87.50,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Bel Air Ambulatory Surgical Center,21C0001078,1851342430,Forest Hill,MD,21050,2015,0.000,,1.071,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,1918,0,0,0,1918,0,0,0,0,,01/01/2015,12/31/2015,86.21,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Ophthalmology Associates, LLC",21C0001145,1851369615,Lutherville,MD,21093,2015,0.000,,0.000,,0.000,,0.000,,987.18,,01/01/2015,12/31/2015,Yes,,2493,0,2365,125,3,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"American Spine Surgery Center, LLC",21C0001520,1851690515,Frederick,MD,21702,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,5895,0,0,0,0,317,0,5578,0,,01/01/2015,12/31/2015,89.66,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Kirurgs, LLC",21C0001278,1861449571,Cumberland,MD,21502,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Delmarva Surgery Center,21C0001359,1861490120,Salisbury,MD,21801,2015,0.000,,0.000,,0.000,,0.600,,980.87,,01/01/2015,12/31/2015,Yes,,3873,278,12,835,475,245,0,1896,132,,01/01/2015,12/31/2015,93.37,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Foot and Ankle Surgery Center of Silver Spring, LTD",21C0001401,1861575219,Silver Spring,MD,20910,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Llifebridge Investments, Inc Clinical Associates",21C0001063,1861689382,Towson,MD,21286,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2334,2334,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Slade ASC, LLC",21C0001219,1871504803,Owings Mills,MD,21117,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,340,0,340,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Greenbelt Urology Institute,21C0001490,1871514067,Greenbelt,MD,20770,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Rockville MD Endoscopy ASC LLC,21C0001192,1871568329,Rockville,MD,20850,2015,1.083,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,12506,12506,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,98.25,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Congressional Ambulatory Surgery Center,21C0001430,1871711689,Rockville,MD,20850,2015,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Prince George's Multispecialty Surgery Center,21C0001073,1871718270,Landover,MD,20785,2015,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Westminster Surgery Center,21C0001477,1871751859,Westminster,MD,21157,2015,0.000,,0.985,,0.000,,0.000,,970.59,,01/01/2015,12/31/2015,Yes,,6907,0,133,6,0,1231,0,5328,209,,01/01/2015,12/31/2015,85.71,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Cumberland Valley Surgery Center,21C0001380,1881658524,Hagerstown,MD,21740,2015,0.000,,0.000,,0.000,,0.000,,993.51,,01/01/2015,12/31/2015,Yes,,4825,230,0,3,0,306,0,4286,0,,01/01/2015,12/31/2015,86.21,,2015/2016,,N/A (1),100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Shah Associates MD PA,21C0001234,1881717627,Hollywood,MD,20636,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Germantown Urology Center,21C0001270,1881721280,Germantown,MD,20874,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Ambulatory Urology Surgical Center LLC,21C0001262,1891022000,Cumberland,MD,21502,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,3937,0,0,0,3937,0,0,0,0,,01/01/2015,12/31/2015,78.26,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Riva Rd Surgical Center, LLC",21C0001449,1902959190,Annapolis,MD,21401,2015,0.000,,0.000,,0.000,,0.541,,1000.0,,01/01/2015,12/31/2015,Yes,,2940,152,286,0,0,52,0,2450,0,,01/01/2015,12/31/2015,96.55,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Western Maryland Eye Surgical Center,21C0001084,1902991979,Frederick,MD,21701,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,382,0,374,8,0,0,0,0,0,,01/01/2015,12/31/2015,30.77,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Surgcenter of Bel Air, LLC",21C0001483,1912158684,Bel Air,MD,21014,2015,0.000,,1.245,,0.000,,1.245,,785.71,,01/01/2015,12/31/2015,Yes,,688,0,0,50,25,572,0,41,0,,01/01/2015,12/31/2015,91.38,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Harborside Surery Center, LLC",21C0001535,1912267592,National Harbor,MD,20745,2015,0.000,,0.000,,0.000,,0.000,,937.50,,01/01/2015,12/31/2015,Yes,,1524,0,0,0,0,1500,0,24,0,,01/01/2015,12/31/2015,93.33,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Seidenberg Protzko Surgery Center,21C0001432,1922055235,Aberdeen,MD,21001,2015,0.778,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,2284,0,2284,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"South River Ambulatory Surgery Center, LLC",21C0001389,1922148733,Edgewater,MD,21037,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Surgcenter of Greenbelt, LLC",21C0001510,1932430816,Greenbelt,MD,20770,2015,0.000,,0.000,,0.000,,0.000,,934.78,,01/01/2015,12/31/2015,Yes,,5517,0,0,3,0,187,0,5315,12,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Lutherville Endoscopy Center,21C0001395,1942230024,Lutherville,MD,21093,2015,0.000,,0.000,,0.000,,1.905,,,N/A (1),01/01/2015,12/31/2015,Yes,,2331,2331,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,59.09,,2015/2016,98.96,,98.96,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Silver Spring Surgery Center, LLC",21C0001379,1942233259,Silver Spring,MD,20910,2015,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Metropolitan Medical Partners, LLC",21C0001281,1942264619,Chevy Chase,MD,20815,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,5265,0,2,21,0,2653,0,2587,2,,01/01/2015,12/31/2015,93.33,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Asc Development Company, LLC",21C0001372,1942458062,Hagerstown,MD,21740,2015,0.000,,0.742,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,6672,0,0,0,0,0,0,6672,0,,01/01/2015,12/31/2015,50.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Surgcenter of Glen Bernie,21C0001476,1942472931,Glen Burnie,MD,21061,2015,0.000,,0.000,,0.000,,0.000,,996.74,,01/01/2015,12/31/2015,Yes,,3232,6,0,14,0,1749,0,1384,79,,01/01/2015,12/31/2015,78.26,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"9106 Philadelphia Rd Ambulatory Surgery Center, LLC",21C0001470,1942485305,Baltimore,MD,21237,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Columbia Surgical Institute,21C0001541,1942553300,Elkridge,MD,21075,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1979,0,1979,0,0,0,0,0,0,,01/01/2015,12/31/2015,96.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
The Maryland Center for Digestive Health LLC,21C0001065,1952333882,Annapolis,MD,21401,2015,0.000,,0.000,,0.000,,1.526,,,N/A (1),01/01/2015,12/31/2015,Yes,,15771,15771,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,64.10,,2015/2016,47.22,,81.39,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Cosmetic Surgi Center of Maryland,21C0001412,1952496846,Towson,MD,21204,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Msc Ambulatory Surgical Center,21C0001489,1952561771,Bethesda,MD,20817,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Harford Podiatric Surgery Center,21C0001242,1962407726,Perry Hall,MD,21128,2015,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"College Park Surgery Center, LLC",21C0001515,1962711614,Glenn Dale,MD,20769,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Surgcenter of Whitmarsh, LLC",21C0001519,1962714154,Baltimore,MD,21220,2015,0.000,,2.110,,0.000,,0.000,,980.89,,01/01/2015,12/31/2015,Yes,,1607,0,0,376,69,912,121,129,0,,01/01/2015,12/31/2015,30.43,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Surgcenter of Silver Spring, LLC",21C0001531,1962788059,Silver Spring,MD,20910,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,211,10,65,5,0,48,22,41,20,,01/01/2015,12/31/2015,97.30,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Baltimore Harford Surgical Centers,21C0001284,1972711612,Bel Air,MD,21014,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Advanced Surgery of Bethesda, LLC",21C0001538,1972869881,Bethesda,MD,20817,2015,5.917,,0.000,,0.000,,0.000,,833.33,,01/01/2015,12/31/2015,Yes,,1194,0,90,0,430,427,214,33,0,,01/01/2015,12/31/2015,92.50,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,100.0,,01/01/2015,12/31/2015
Summit Ambulatory Surgical Center,21C0001362,1972886190,Olney,MD,20832,2015,0.000,,0.000,,0.000,,0.000,,990.00,,01/01/2015,12/31/2015,Yes,,1847,0,0,0,1847,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Baltimore Podiatry Group,21C0001011,1982821740,Arbutus,MD,21227,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Chesapeake Ambulatory Surgery Center,21C0001076,1992845283,Pasadena,MD,21122,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Summit Ambulatory Surgical Center,21C0001152,1992992994,Baltimore,MD,21237,2015,0.000,,0.000,,0.000,,2.380,,995.94,,01/01/2015,12/31/2015,Yes,,3246,0,0,0,3246,0,0,0,0,,01/01/2015,12/31/2015,88.46,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Vision Care of Main, Aroostook",20C0001005,1023104825,Presque Isle,ME,04769,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,1264,0,1205,59,0,0,0,0,0,,01/01/2015,12/31/2015,90.91,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Vision Care of Maine, LLC",20C0001013,1275629081,Bangor,ME,04401,2015,0.767,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,2884,0,2823,61,0,0,0,0,0,,01/01/2015,12/31/2015,57.14,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Maine Eye Center,20C0001000,1295855948,Portland,ME,04102,2015,0.578,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,73.33,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Plastic and Hand Surgical Associates,20C0001001,1366453730,South Portland,ME,04106,2015,0.000,,2.695,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,97,0,0,35,0,50,0,10,2,,01/01/2015,12/31/2015,52.89,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Coastal Eye Surgery Center, LLC",20C0001020,1366620726,Ellsworth,ME,04605,2015,0.000,,0.675,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,2633,0,2575,58,0,0,0,0,0,,01/01/2015,12/31/2015,61.29,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Eyecare Medical Group,20C0001002,1376599381,Portland,ME,04102,2015,1.500,,0.000,,0.000,,0.376,,,N/A (1),01/01/2015,12/31/2015,Yes,,2941,0,2941,0,0,0,0,0,0,,01/01/2015,12/31/2015,64.66,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Acadia Medical Arts Ambulatory Surgical Suite,20C0001007,1407867583,Bangor,ME,04401,2015,0.000,,0.000,,0.000,,0.000,,983.33,,01/01/2015,12/31/2015,Yes,,2352,0,3,233,0,1587,0,505,24,,01/01/2015,12/31/2015,38.89,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Oa Centers for Othopaedics, A Division of Spectrum Medical Group.",20C0001006,1518382936,Portland,ME,04102,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,2019,0,0,4,0,1594,0,421,0,,01/01/2015,12/31/2015,94.74,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Portland Endoscopy Center,20C0001003,1558456459,Portland,ME,04102,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,10637,10637,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,56.25,,2015/2016,83.26,,4.04,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Central Maine Orthopaedics,20C0001017,1578690848,Auburn,ME,04210,2015,0.000,,0.000,,0.000,,0.000,,989.47,,01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Central Maine Orthopaedics,20C0001017,1609291020,Auburn,ME,04210,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,Yes,,2312,0,0,3,0,1155,0,1154,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Maine Eye Center,20C0001000,1720044878,Portland,ME,04102,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,73.33,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Maine Center for Endoscopy,20C0001014,1801990544,Westbrook,ME,04092,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1155,1155,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,95.98,,73.33,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Nmofs Ambulatory Surgical Center, PC",20C0001015,1881983096,Presque Isle,ME,04769,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,20,0,0,18,0,0,0,0,2,,01/01/2015,12/31/2015,43.48,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Intermed Surgery Center,20C0001012,1942388418,Portland,ME,04101,2015,0.000,,0.000,,0.000,,0.000,,765.77,,01/01/2015,12/31/2015,Yes,,294,120,0,2,40,126,0,6,0,,01/01/2015,12/31/2015,72.55,,2015/2016,100.0,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Maine Eye Care Associates,20C0001016,1952360059,Waterville,ME,04901,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,3138,0,3004,134,0,0,0,0,0,,01/01/2015,12/31/2015,46.39,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
