Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PSI-90 Achievement Threshold,PSI-90 Benchmark,PSI-90 Baseline Rate,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score
"340090","JOHNSTON HEALTH","509 BRIGHT LEAF BLVD","Smithfield","NC","27577","JOHNSTON","0.777936","0.547889","1.017867","0.666399","5 out of 10","7 out of 9","7 out of 10","0.457","0.000","0.400","1.595","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.010","0.206","7 out of 10","7 out of 9","7 out of 10","0 out of 10","0.751","0.000","0.000","1.243","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","1.164","0.463","4 out of 10","6 out of 9","6 out of 10","0.750","0.000","0.416","0.603","2 out of 10","0 out of 9","2 out of 10"
"340091","MOSES H CONE MEMORIAL HOSPITAL, THE","1200 N ELM ST","Greensboro","NC","27401","GUILFORD","0.777936","0.547889","0.706057","0.348479","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.231","0.223","5 out of 10","0 out of 9","5 out of 10","0.845","0.000","0.637","0.389","5 out of 10","3 out of 9","5 out of 10","2 out of 10","0.751","0.000","0.782","0.934","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","0.511","0.000","10 out of 10","9 out of 9","10 out of 10","0.799","0.000","0.174","0.483","4 out of 10","0 out of 9","4 out of 10","0.750","0.000","0.901","1.078","0 out of 10","0 out of 9","0 out of 10"
"340096","LEXINGTON MEMORIAL HOSPITAL INC","250 HOSPITAL DRIVE PO BOX 1817","Lexington","NC","27292","DAVIDSON","0.777936","0.547889","0.930580","0.625964","6 out of 10","7 out of 9","7 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","0.814","Not Available","Not Available","Not Available","Not Available","10 out of 10","0.751","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.827","0.987","0 out of 10","0 out of 9","0 out of 10"
"340097","HUGH CHATHAM MEMORIAL HOSPITAL","180 PARKWOOD DR","Elkin","NC","28621","SURRY","0.777936","0.547889","0.673683","0.455109","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","10 out of 10","0.751","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"340098","CAROLINAS HEALTHCARE SYSTEM PINEVILLE","10628 PARK RD","Charlotte","NC","28210","MECKLENBURG","0.777936","0.547889","0.758743","0.439949","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.641","0.716","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.926","0.372","6 out of 10","8 out of 9","8 out of 10","6 out of 10","0.751","0.000","0.406","0.215","7 out of 10","4 out of 9","7 out of 10","0.698","0.000","0.572","0.490","3 out of 10","1 out of 9","3 out of 10","0.799","0.000","1.867","1.693","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.937","0.971","0 out of 10","0 out of 9","0 out of 10"
"340099","VIDANT ROANOKE CHOWAN HOSPITAL","500 S ACADEMY ST","Ahoskie","NC","27910","HERTFORD","0.777936","0.547889","0.664716","0.517377","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.528","2.393","0 out of 10","0 out of 9","0 out of 10"
"340106","SANDHILLS REGIONAL MEDICAL CENTER","1000 WEST HAMLET AVENUE","Hamlet","NC","28345","RICHMOND","0.777936","0.547889","0.681181","0.497788","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"340107","VIDANT EDGECOMBE HOSPITAL","111 HOSPITAL DR","Tarboro","NC","27886","EDGECOMBE","0.777936","0.547889","0.922512","0.536895","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.845","0.000","0.441","0.774","1 out of 10","0 out of 9","1 out of 10","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","1.735","0 out of 10","Not Available","0 out of 10","0.750","0.000","0.626","0.784","0 out of 10","0 out of 9","0 out of 10"
"340109","SENTARA ALBEMARLE MEDICAL CENTER","1144 N ROAD ST","Elizabeth City ","NC","27909","PASQUOTANK","0.777936","0.547889","1.000295","0.398030","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.764","Not Available","Not Available","Not Available","Not Available","0.845","0.000","2.800","1.444","0 out of 10","4 out of 9","4 out of 10","0 out of 10","0.751","0.000","0.000","0.915","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","2.475","1.761","0 out of 10","2 out of 9","2 out of 10","0.750","0.000","0.791","0.820","0 out of 10","0 out of 9","0 out of 10"
"340113","CAROLINAS MEDICAL CENTER/BEHAV HEALTH","1000 BLYTHE BLVD","Charlotte","NC","28203","MECKLENBURG","0.777936","0.547889","0.654527","0.375051","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.477","0.515","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.919","0.545","4 out of 10","7 out of 9","7 out of 10","4 out of 10","0.751","0.000","1.433","0.730","1 out of 10","4 out of 9","4 out of 10","0.698","0.000","2.005","0.858","0 out of 10","5 out of 9","5 out of 10","0.799","0.000","1.243","0.785","1 out of 10","3 out of 9","3 out of 10","0.750","0.000","0.719","0.721","1 out of 10","0 out of 9","1 out of 10"
"340114","REX HOSPITAL","4420 LAKE BOONE TRAIL","Raleigh","NC","27607","WAKE","0.777936","0.547889","0.770799","0.600990","7 out of 10","7 out of 9","7 out of 10","0.457","0.000","0.134","0.196","6 out of 10","0 out of 9","6 out of 10","0.845","0.000","0.788","0.681","2 out of 10","1 out of 9","2 out of 10","2 out of 10","0.751","0.000","1.017","0.679","1 out of 10","3 out of 9","3 out of 10","0.698","0.000","0.740","0.856","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","0.580","0.484","4 out of 10","1 out of 9","4 out of 10","0.750","0.000","0.796","0.875","0 out of 10","0 out of 9","0 out of 10"
"340115","FIRSTHEALTH MOORE REGIONAL HOSPITAL","155 MEMORIAL DRIVE","Pinehurst","NC","28374","MOORE","0.777936","0.547889","1.149164","0.586177","8 out of 10","9 out of 9","9 out of 10","0.457","0.000","0.000","0.598","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.323","0.666","2 out of 10","4 out of 9","4 out of 10","0 out of 10","0.751","0.000","0.789","1.552","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","1.246","1.191","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.792","0.964","0 out of 10","0 out of 9","0 out of 10"
"340116","FRYE REGIONAL MEDICAL CENTER","420 N CENTER ST","Hickory","NC","28601","CATAWBA","0.777936","0.547889","0.796411","0.515198","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","1.055","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.356","0.216","7 out of 10","8 out of 9","8 out of 10","2 out of 10","0.751","0.000","0.682","0.638","2 out of 10","0 out of 9","2 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.000","0.522","4 out of 10","0 out of 9","4 out of 10","0.750","0.000","0.490","0.735","1 out of 10","0 out of 9","1 out of 10"
"340119","CAROLINAS HEALTHCARE SYSTEM STANLY","301 YADKIN ST","Albemarle","NC","28001","STANLY","0.777936","0.547889","0.688353","0.577357","8 out of 10","7 out of 9","8 out of 10","0.457","0.000","0.842","0.000","10 out of 10","9 out of 9","10 out of 10","0.845","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.813","0.521","3 out of 10","3 out of 9","3 out of 10"
"340120","VIDANT DUPLIN  HOSPITAL","401 N MAIN ST","Kenansville","NC","28349","DUPLIN","0.777936","0.547889","0.709179","0.795833","0 out of 10","0 out of 9","0 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.106","0.368","5 out of 10","0 out of 9","5 out of 10"
"340123","RANDOLPH HOSPITAL","364 WHITE OAK STREET","Asheboro","NC","27203","RANDOLPH","0.777936","0.547889","0.587079","0.383380","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.845","0.000","0.602","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0.751","0.000","0.741","0.815","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.750","0.000","0.865","0.411","5 out of 10","5 out of 9","5 out of 10"
"340126","WILSON MEDICAL CENTER","1705 S TARBORO ST","Wilson","NC","27893","WILSON","0.777936","0.547889","0.486134","0.424192","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","1.718","1.449","0 out of 10","1 out of 9","1 out of 10","0.845","0.000","0.865","0.815","1 out of 10","0 out of 9","1 out of 10","5 out of 10","0.751","0.000","2.277","0.918","0 out of 10","5 out of 9","5 out of 10","0.698","0.000","0.000","Not Available","Not Available","Not Available","Not Available","0.799","0.000","1.021","0.528","4 out of 10","4 out of 9","4 out of 10","0.750","0.000","1.408","1.246","0 out of 10","1 out of 9","1 out of 10"
"340127","GRANVILLE HEALTH SYSTEMS","COLLEGE ST BOX 947","Oxford","NC","27565","GRANVILLE","0.777936","0.547889","0.688113","0.586200","8 out of 10","7 out of 9","8 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","10 out of 10","0.751","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.508","2.054","0 out of 10","0 out of 9","0 out of 10"
"340129","LAKE NORMAN REGIONAL MEDICAL CENTER","171 FAIRVIEW ROAD","Mooresville","NC","28117","IREDELL","0.777936","0.547889","0.646919","0.620808","7 out of 10","2 out of 9","7 out of 10","0.457","0.000","0.000","1.522","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","3 out of 10","0.751","0.000","0.000","0.578","3 out of 10","0 out of 9","3 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.679","1.122","0 out of 10","0 out of 9","0 out of 10"
"340130","CAROLINAS HEALTHCARE SYSTEM UNION","600 HOSPITAL DR","Monroe","NC","28112","UNION","0.777936","0.547889","0.539069","0.608578","7 out of 10","0 out of 9","7 out of 10","0.457","0.000","0.000","0.897","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","2.294","0.357","6 out of 10","8 out of 9","8 out of 10","0 out of 10","0.751","0.000","0.309","1.142","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.000","0.767","1 out of 10","0 out of 9","1 out of 10","0.750","0.000","0.666","0.566","3 out of 10","1 out of 9","3 out of 10"
"340131","CAROLINA EAST MEDICAL CENTER","2000 NEUSE BLVD","New Bern","NC","28560","CRAVEN","0.777936","0.547889","0.570366","0.383180","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","0.249","5 out of 10","0 out of 9","5 out of 10","0.845","0.000","1.854","0.471","4 out of 10","7 out of 9","7 out of 10","7 out of 10","0.751","0.000","0.919","0.290","6 out of 10","6 out of 9","6 out of 10","0.698","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.799","0.000","0.633","0.000","10 out of 10","9 out of 9","10 out of 10","0.750","0.000","0.442","0.726","1 out of 10","0 out of 9","1 out of 10"
"340132","MARIA PARHAM MEDICAL CENTER","PO BOX 59","Henderson","NC","27536","VANCE","0.777936","0.547889","0.714928","0.564964","9 out of 10","8 out of 9","9 out of 10","0.457","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.845","0.000","0.506","0.447","5 out of 10","1 out of 9","5 out of 10","10 out of 10","0.751","0.000","1.077","0.000","10 out of 10","9 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.000","1.635","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","1.035","1.349","0 out of 10","0 out of 9","0 out of 10"
"340133","MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128","Williamston","NC","27892","MARTIN","0.777936","0.547889","0.830488","0.556054","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 S 17TH ST BOX 9000","Wilmington","NC","28401","NEW HANOVER","0.777936","0.547889","0.934960","0.681090","4 out of 10","6 out of 9","6 out of 10","0.457","0.000","0.384","0.216","5 out of 10","4 out of 9","5 out of 10","0.845","0.000","0.419","0.603","3 out of 10","0 out of 9","3 out of 10","8 out of 10","0.751","0.000","0.229","0.127","8 out of 10","4 out of 9","8 out of 10","0.698","0.000","0.425","0.182","7 out of 10","5 out of 9","7 out of 10","0.799","0.000","0.738","0.667","2 out of 10","0 out of 9","2 out of 10","0.750","0.000","0.829","0.757","0 out of 10","0 out of 9","0 out of 10"
"340142","CARTERET GENERAL HOSPITAL","3500 ARENDELL ST","Morehead City","NC","28557","CARTERET","0.777936","0.547889","0.723505","0.564246","9 out of 10","9 out of 9","9 out of 10","0.457","0.000","1.286","0.782","0 out of 10","3 out of 9","3 out of 10","0.845","0.000","1.170","0.711","2 out of 10","3 out of 9","3 out of 10","3 out of 10","0.751","0.000","0.690","0.532","3 out of 10","2 out of 9","3 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","1.590","0.959","0 out of 10","3 out of 9","3 out of 10","0.750","0.000","0.278","0.742","1 out of 10","0 out of 9","1 out of 10"
"340143","CATAWBA VALLEY MEDICAL CENTER","810 FAIRGROVE CHURCH RD","Hickory","NC","28602","CATAWBA","0.777936","0.547889","0.666026","0.500746","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.259","0.221","5 out of 10","1 out of 9","5 out of 10","0.845","0.000","3.243","0.000","10 out of 10","9 out of 9","10 out of 10","6 out of 10","0.751","0.000","0.000","0.305","6 out of 10","0 out of 9","6 out of 10","0.698","0.000","0.965","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.000","0.969","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.797","0.629","2 out of 10","2 out of 9","2 out of 10"
