Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score
"330233","BROOKDALE HOSPITAL MEDICAL CENTER","1 BROOKDALE PLAZA","Brooklyn","NY","11212","KINGS","0.851458","0.871669","0.826730","0.849617","0 out of 10","5 out of 9","5 out of 10","0.881794","0.903985","0.880741","0.870983","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.865090","0.887380","2 out of 10","5 out of 9","5 out of 10"
"330234","WESTCHESTER MEDICAL CENTER","100 WOODS RD","Valhalla","NY","10595","WESTCHESTER","0.851458","0.871669","0.861519","0.872092","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.890887","0.882778","1 out of 10","0 out of 9","1 out of 10","0.882986","0.908124","0.888176","0.892993","4 out of 10","2 out of 9","4 out of 10"
"330235","AUBURN COMMUNITY HOSPITAL","17 LANSING STREET","Auburn","NY","13021","CAYUGA","0.851458","0.871669","0.870716","0.860463","5 out of 10","0 out of 9","5 out of 10","0.881794","0.903985","0.867178","0.886803","3 out of 10","5 out of 9","5 out of 10","0.882986","0.908124","0.876926","0.901960","7 out of 10","8 out of 9","8 out of 10"
"330236","NEW YORK METHODIST HOSPITAL","506 SIXTH STREET","Brooklyn","NY","11215","KINGS","0.851458","0.871669","0.870168","0.863679","6 out of 10","0 out of 9","6 out of 10","0.881794","0.903985","0.902816","0.892335","5 out of 10","0 out of 9","5 out of 10","0.882986","0.908124","0.899299","0.908053","9 out of 10","9 out of 9","9 out of 10"
"330238","NICHOLAS H NOYES MEMORIAL HOSPITAL","111  CLARA BARTON STREET","Dansville","NY","14437","LIVINGSTON","0.851458","0.871669","0.852846","0.864205","Not Available","Not Available","Not Available","0.881794","0.903985","0.884353","0.884686","2 out of 10","0 out of 9","2 out of 10","0.882986","0.908124","0.888042","0.862538","0 out of 10","0 out of 9","0 out of 10"
"330239","WOMAN'S CHRISTIAN ASSOCIATION","207 FOOTE AVENUE","Jamestown","NY","14701","CHAUTAUQUA","0.851458","0.871669","0.834511","0.856761","3 out of 10","5 out of 9","5 out of 10","0.881794","0.903985","0.885883","0.874388","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.875045","0.891997","4 out of 10","5 out of 9","5 out of 10"
"330240","HARLEM HOSPITAL CENTER","506 LENOX AVENUE","New York","NY","10037","NEW YORK","0.851458","0.871669","0.845235","0.863952","Not Available","Not Available","Not Available","0.881794","0.903985","0.893894","0.877039","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.870678","0.896737","Not Available","Not Available","Not Available"
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","Syracuse","NY","13210","ONONDAGA","0.851458","0.871669","0.813851","0.852414","1 out of 10","6 out of 9","6 out of 10","0.881794","0.903985","0.869701","0.887720","3 out of 10","5 out of 9","5 out of 10","0.882986","0.908124","0.906318","0.905423","9 out of 10","0 out of 9","9 out of 10"
"330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","Utica","NY","13501","ONEIDA","0.851458","0.871669","0.823862","0.850939","0 out of 10","5 out of 9","5 out of 10","0.881794","0.903985","0.882653","0.869169","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.892056","0.877639","0 out of 10","0 out of 9","0 out of 10"
"330246","ST CHARLES HOSPITAL","200 BELLE TERRE ROAD","Port Jefferson","NY","11777","SUFFOLK","0.851458","0.871669","0.849179","0.867588","8 out of 10","8 out of 9","8 out of 10","0.881794","0.903985","0.894114","0.891656","4 out of 10","0 out of 9","4 out of 10","0.882986","0.908124","0.891639","0.897574","6 out of 10","3 out of 9","6 out of 10"
"330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","Plattsburgh","NY","12901","CLINTON","0.851458","0.871669","0.865773","0.865262","7 out of 10","0 out of 9","7 out of 10","0.881794","0.903985","0.904726","0.891029","4 out of 10","0 out of 9","4 out of 10","0.882986","0.908124","0.909785","0.902748","8 out of 10","0 out of 9","8 out of 10"
"330259","MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE","Rockville Centre","NY","11571","NASSAU","0.851458","0.871669","0.862242","0.866992","7 out of 10","5 out of 9","7 out of 10","0.881794","0.903985","0.878105","0.884655","2 out of 10","2 out of 9","2 out of 10","0.882986","0.908124","0.854527","0.863972","0 out of 10","1 out of 9","1 out of 10"
"330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","Sleepy Hollow","NY","10591","WESTCHESTER","0.851458","0.871669","0.849732","0.860598","5 out of 10","4 out of 9","5 out of 10","0.881794","0.903985","0.880289","0.879610","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.895725","0.880137","0 out of 10","0 out of 9","0 out of 10"
"330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","Newburgh","NY","12550","ORANGE","0.851458","0.871669","0.854837","0.837396","0 out of 10","0 out of 9","0 out of 10","0.881794","0.903985","0.902436","0.892736","5 out of 10","0 out of 9","5 out of 10","0.882986","0.908124","0.883924","0.880240","0 out of 10","0 out of 9","0 out of 10"
"330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD","Clifton Springs","NY","14432","ONTARIO","0.851458","0.871669","0.859066","0.864736","Not Available","Not Available","Not Available","0.881794","0.903985","0.871481","0.881838","1 out of 10","3 out of 9","3 out of 10","0.882986","0.908124","0.893039","0.877045","0 out of 10","0 out of 9","0 out of 10"
"330267","NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL","1980 CROMPOND ROAD","Cortlandt Manor","NY","10567","WESTCHESTER","0.851458","0.871669","0.865810","0.867521","8 out of 10","2 out of 9","8 out of 10","0.881794","0.903985","0.889217","0.892792","5 out of 10","2 out of 9","5 out of 10","0.882986","0.908124","0.890575","0.875052","0 out of 10","0 out of 9","0 out of 10"
"330268","COBLESKILL REGIONAL HOSPITAL","178 GRANDVIEW DRIVE","Cobleskill","NY","12043","SCHOHARIE","0.851458","0.871669","0.846196","0.861126","Not Available","Not Available","Not Available","0.881794","0.903985","0.891428","0.878924","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.892871","0.882976","0 out of 10","0 out of 9","0 out of 10"
"330270","HOSPITAL FOR SPECIAL SURGERY","535 EAST 70TH STREET","New York","NY","10021","NEW YORK","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","0.881436","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","Carmel","NY","10512","PUTNAM","0.851458","0.871669","0.857117","0.870343","9 out of 10","9 out of 9","9 out of 10","0.881794","0.903985","0.878928","0.872301","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.889421","0.890104","3 out of 10","0 out of 9","3 out of 10"
"330276","NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET","Gloversville","NY","12078","FULTON","0.851458","0.871669","0.848390","0.851256","Not Available","Not Available","Not Available","0.881794","0.903985","0.860707","0.875882","0 out of 10","3 out of 9","3 out of 10","0.882986","0.908124","0.864224","0.895887","5 out of 10","7 out of 9","7 out of 10"
"330277","CORNING HOSPITAL","1 GUTHRIE DRIVE","Corning","NY","14830","STEUBEN","0.851458","0.871669","0.858376","0.868596","8 out of 10","7 out of 9","8 out of 10","0.881794","0.903985","0.866687","0.894249","6 out of 10","7 out of 9","7 out of 10","0.882986","0.908124","0.899973","0.894616","5 out of 10","0 out of 9","5 out of 10"
"330279","MERCY HOSPITAL OF BUFFALO","565 ABBOTT ROAD","Buffalo","NY","14220","ERIE","0.851458","0.871669","0.849726","0.849245","0 out of 10","0 out of 9","0 out of 10","0.881794","0.903985","0.902749","0.850651","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.884692","0.878387","0 out of 10","0 out of 9","0 out of 10"
"330285","STRONG MEMORIAL HOSPITAL","601 ELMWOOD AVE","Rochester","NY","14642","MONROE","0.851458","0.871669","0.854607","0.868316","8 out of 10","8 out of 9","8 out of 10","0.881794","0.903985","0.890133","0.894323","6 out of 10","3 out of 9","6 out of 10","0.882986","0.908124","0.896462","0.881680","0 out of 10","0 out of 9","0 out of 10"
"330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY","West Islip","NY","11795","SUFFOLK","0.851458","0.871669","0.843956","0.858920","4 out of 10","5 out of 9","5 out of 10","0.881794","0.903985","0.896643","0.893129","5 out of 10","0 out of 9","5 out of 10","0.882986","0.908124","0.877039","0.880405","0 out of 10","1 out of 9","1 out of 10"
"330304","WHITE PLAINS HOSPITAL CENTER","41 EAST POST R0AD","White Plains","NY","10601","WESTCHESTER","0.851458","0.871669","0.870566","0.873623","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.900538","0.893049","5 out of 10","0 out of 9","5 out of 10","0.882986","0.908124","0.885690","0.886843","2 out of 10","0 out of 9","2 out of 10"
"330307","CAYUGA MEDICAL CENTER AT ITHACA","101 DATES DRIVE","Ithaca","NY","14850","TOMPKINS","0.851458","0.871669","0.854248","0.857442","3 out of 10","1 out of 9","3 out of 10","0.881794","0.903985","0.835551","0.849978","0 out of 10","2 out of 9","2 out of 10","0.882986","0.908124","0.877394","0.880072","0 out of 10","0 out of 9","0 out of 10"
"330331","PLAINVIEW HOSPITAL","888 OLD COUNTRY ROAD","Plainview","NY","11803","NASSAU","0.851458","0.871669","0.853609","0.875791","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.875788","0.903072","9 out of 10","9 out of 9","9 out of 10","0.882986","0.908124","0.878945","0.884957","1 out of 10","2 out of 9","2 out of 10"
"330332","ST JOSEPH HOSPITAL","4295 HEMPSTEAD TURNPIKE","Bethpage","NY","11714","NASSAU","0.851458","0.871669","0.834875","0.868462","8 out of 10","9 out of 9","9 out of 10","0.881794","0.903985","0.854202","0.887974","3 out of 10","6 out of 9","6 out of 10","0.882986","0.908124","0.879387","0.878429","0 out of 10","0 out of 9","0 out of 10"
"330340","SOUTHAMPTON HOSPITAL","240 MEETING HOUSE LANE","Southampton","NY","11968","SUFFOLK","0.851458","0.871669","0.856674","0.869648","9 out of 10","8 out of 9","9 out of 10","0.881794","0.903985","0.865418","0.897821","7 out of 10","8 out of 9","8 out of 10","0.882986","0.908124","0.907329","0.890228","3 out of 10","0 out of 9","3 out of 10"
"330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","Brooklyn","NY","11203","KINGS","0.851458","0.871669","0.867371","0.858197","4 out of 10","0 out of 9","4 out of 10","0.881794","0.903985","0.912722","0.886429","2 out of 10","0 out of 9","2 out of 10","0.882986","0.908124","0.882489","0.896223","5 out of 10","5 out of 9","5 out of 10"
"330385","NORTH CENTRAL BRONX HOSPITAL","3424 KOSSUTH AVENUE & 210TH STREET","Bronx","NY","10467","BRONX","0.851458","0.871669","0.854302","0.855536","Not Available","Not Available","Not Available","0.881794","0.903985","0.882174","0.879803","Not Available","Not Available","Not Available","0.882986","0.908124","0.890914","0.896246","Not Available","Not Available","Not Available"
"330386","CATSKILL REGIONAL MEDICAL CENTER","68 HARRIS BUSHVILLE ROAD","Harris","NY","12742","SULLIVAN","0.851458","0.871669","0.845788","0.872633","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.900801","0.895614","6 out of 10","0 out of 9","6 out of 10","0.882986","0.908124","0.882357","0.876489","0 out of 10","0 out of 9","0 out of 10"
"330393","UNIVERSITY HOSPITAL ( STONY BROOK )","HEALTH SCIENCES CENTER SUNY","Stony Brook","NY","11794","SUFFOLK","0.851458","0.871669","0.870844","0.890480","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.896119","0.897355","7 out of 10","1 out of 9","7 out of 10","0.882986","0.908124","0.889025","0.907542","9 out of 10","9 out of 9","9 out of 10"
"330394","UNITED HEALTH SERVICES HOSPITALS, INC","10-42 MITCHELL AVENUE","Johnson City","NY","13790","BROOME","0.851458","0.871669","0.838694","0.831278","0 out of 10","0 out of 9","0 out of 10","0.881794","0.903985","0.843800","0.859226","0 out of 10","2 out of 9","2 out of 10","0.882986","0.908124","0.862969","0.893912","4 out of 10","6 out of 9","6 out of 10"
"330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 BEACH 19TH STREET","Far Rockaway","NY","11691","QUEENS","0.851458","0.871669","0.847773","0.848763","0 out of 10","0 out of 9","0 out of 10","0.881794","0.903985","0.884556","0.875204","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.891678","0.889091","3 out of 10","0 out of 9","3 out of 10"
"330396","WOODHULL MEDICAL AND MENTAL HEALTH CENTER","760 BROADWAY","Brooklyn","NY","11206","KINGS","0.851458","0.871669","0.849280","0.859720","Not Available","Not Available","Not Available","0.881794","0.903985","0.895230","0.883479","1 out of 10","0 out of 9","1 out of 10","0.882986","0.908124","0.881717","0.881039","0 out of 10","0 out of 9","0 out of 10"
"330397","INTERFAITH MEDICAL CENTER","1545 ATLANTIC AVENUE","Brooklyn","NY","11213","KINGS","0.851458","0.871669","0.847569","0.859750","Not Available","Not Available","Not Available","0.881794","0.903985","0.879741","0.893094","5 out of 10","5 out of 9","5 out of 10","0.882986","0.908124","0.887521","0.891823","Not Available","Not Available","Not Available"
"330399","ST BARNABAS HOSPITAL","4422 THIRD AVENUE","Bronx","NY","10457","BRONX","0.851458","0.871669","0.853721","0.852203","Not Available","Not Available","Not Available","0.881794","0.903985","0.894347","0.893654","5 out of 10","0 out of 9","5 out of 10","0.882986","0.908124","0.885514","0.875054","0 out of 10","0 out of 9","0 out of 10"
"330401","ST CATHERINE OF SIENA HOSPITAL","50 ROUTE 25A","Smithtown","NY","11787","SUFFOLK","0.851458","0.871669","0.858263","0.873462","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.870677","0.873012","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.855270","0.892052","4 out of 10","6 out of 9","6 out of 10"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","Concord","NC","28025","CABARRUS","0.851458","0.871669","0.843212","0.860441","5 out of 10","6 out of 9","6 out of 10","0.881794","0.903985","0.876219","0.874327","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.902169","0.880816","0 out of 10","0 out of 9","0 out of 10"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","Asheville","NC","28803","BUNCOMBE","0.851458","0.871669","0.856422","0.891274","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.872955","0.880062","0 out of 10","2 out of 9","2 out of 10","0.882986","0.908124","0.883644","0.895691","5 out of 10","4 out of 9","5 out of 10"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","Mount Airy","NC","27030","SURRY","0.851458","0.871669","0.852808","0.863425","Not Available","Not Available","Not Available","0.881794","0.903985","0.903515","0.877487","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.896477","0.876331","0 out of 10","0 out of 9","0 out of 10"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","High Point","NC","27261","GUILFORD","0.851458","0.871669","0.854164","0.861294","5 out of 10","4 out of 9","5 out of 10","0.881794","0.903985","0.878039","0.861705","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.886339","0.874816","0 out of 10","0 out of 9","0 out of 10"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","Laurinburg","NC","28352","SCOTLAND","0.851458","0.871669","0.857347","0.871906","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.896238","0.897174","7 out of 10","1 out of 9","7 out of 10","0.882986","0.908124","0.902350","0.895965","5 out of 10","0 out of 9","5 out of 10"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","Goldsboro","NC","27534","WAYNE","0.851458","0.871669","0.841469","0.849564","0 out of 10","2 out of 9","2 out of 10","0.881794","0.903985","0.889001","0.893409","5 out of 10","2 out of 9","5 out of 10","0.882986","0.908124","0.867910","0.881153","0 out of 10","3 out of 9","3 out of 10"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","Rutherfordton","NC","28139","RUTHERFORD","0.851458","0.871669","0.853425","0.851650","1 out of 10","0 out of 9","1 out of 10","0.881794","0.903985","0.874018","0.878644","0 out of 10","1 out of 9","1 out of 10","0.882986","0.908124","0.889455","0.882580","0 out of 10","0 out of 9","0 out of 10"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","Winston-Salem","NC","27103","FORSYTH","0.851458","0.871669","0.838856","0.874253","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.887887","0.890311","4 out of 10","1 out of 9","4 out of 10","0.882986","0.908124","0.872942","0.890487","3 out of 10","4 out of 9","4 out of 10"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","Salisbury","NC","28144","ROWAN","0.851458","0.871669","0.856424","0.857996","3 out of 10","1 out of 9","3 out of 10","0.881794","0.903985","0.874116","0.861905","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.839304","0.866972","0 out of 10","4 out of 9","4 out of 10"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","Sylva","NC","28779","JACKSON","0.851458","0.871669","0.850926","0.862027","Not Available","Not Available","Not Available","0.881794","0.903985","0.873406","0.887090","3 out of 10","4 out of 9","4 out of 10","0.882986","0.908124","0.885944","0.910839","10 out of 10","9 out of 9","10 out of 10"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","Hendersonville","NC","28791","HENDERSON","0.851458","0.871669","0.854502","0.859342","4 out of 10","2 out of 9","4 out of 10","0.881794","0.903985","0.871757","0.884636","2 out of 10","3 out of 9","3 out of 10","0.882986","0.908124","0.894250","0.885799","2 out of 10","0 out of 9","2 out of 10"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","Sanford","NC","27330","LEE","0.851458","0.871669","0.846032","0.862389","5 out of 10","6 out of 9","6 out of 10","0.881794","0.903985","0.875569","0.874646","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.867051","0.883300","1 out of 10","3 out of 9","3 out of 10"
