Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
"KINGSBROOK JEWISH MEDICAL CENTER","330201","NY","READM-30-AMI-HRRP","57"," ","1.0171","26.0683","25.6292","16","01-JUL-12","30-JUN-15"
"KINGSBROOK JEWISH MEDICAL CENTER","330201","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"KINGSBROOK JEWISH MEDICAL CENTER","330201","NY","READM-30-COPD-HRRP","194"," ","1.0396","23.3516","22.4615","48","01-JUL-12","30-JUN-15"
"KINGSBROOK JEWISH MEDICAL CENTER","330201","NY","READM-30-HF-HRRP","247"," ","1.2296","31.2009","25.3752","91","01-JUL-12","30-JUN-15"
"KINGSBROOK JEWISH MEDICAL CENTER","330201","NY","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"KINGSBROOK JEWISH MEDICAL CENTER","330201","NY","READM-30-PN-HRRP","316"," ","1.2427","26.1493","21.0431","95","01-JUL-12","30-JUN-15"
"KINGS COUNTY HOSPITAL CENTER","330202","NY","READM-30-AMI-HRRP","Not Available"," ","1.0004","17.1665","17.1602","Too Few to Report","01-JUL-12","30-JUN-15"
"KINGS COUNTY HOSPITAL CENTER","330202","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"KINGS COUNTY HOSPITAL CENTER","330202","NY","READM-30-COPD-HRRP","99"," ","1.0981","19.0822","17.3782","25","01-JUL-12","30-JUN-15"
"KINGS COUNTY HOSPITAL CENTER","330202","NY","READM-30-HF-HRRP","152"," ","1.2536","23.7658","18.9587","50","01-JUL-12","30-JUN-15"
"KINGS COUNTY HOSPITAL CENTER","330202","NY","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"KINGS COUNTY HOSPITAL CENTER","330202","NY","READM-30-PN-HRRP","112"," ","1.1569","17.4368","15.0715","27","01-JUL-12","30-JUN-15"
"CROUSE HOSPITAL","330203","NY","READM-30-AMI-HRRP","160"," ","0.9782","14.5392","14.8637","22","01-JUL-12","30-JUN-15"
"CROUSE HOSPITAL","330203","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"CROUSE HOSPITAL","330203","NY","READM-30-COPD-HRRP","356"," ","1.0226","20.0860","19.6430","73","01-JUL-12","30-JUN-15"
"CROUSE HOSPITAL","330203","NY","READM-30-HF-HRRP","585"," ","1.0725","22.5079","20.9863","136","01-JUL-12","30-JUN-15"
"CROUSE HOSPITAL","330203","NY","READM-30-HIP-KNEE-HRRP","581"," ","1.1192","4.9578","4.4298","31","01-JUL-12","30-JUN-15"
"CROUSE HOSPITAL","330203","NY","READM-30-PN-HRRP","728"," ","1.0814","17.7136","16.3804","133","01-JUL-12","30-JUN-15"
"BELLEVUE HOSPITAL CENTER","330204","NY","READM-30-AMI-HRRP","115"," ","1.0424","17.0034","16.3113","22","01-JUL-12","30-JUN-15"
"BELLEVUE HOSPITAL CENTER","330204","NY","READM-30-CABG-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BELLEVUE HOSPITAL CENTER","330204","NY","READM-30-COPD-HRRP","97"," ","1.0602","19.7117","18.5923","23","01-JUL-12","30-JUN-15"
"BELLEVUE HOSPITAL CENTER","330204","NY","READM-30-HF-HRRP","112"," ","0.9997","20.5502","20.5557","23","01-JUL-12","30-JUN-15"
"BELLEVUE HOSPITAL CENTER","330204","NY","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BELLEVUE HOSPITAL CENTER","330204","NY","READM-30-PN-HRRP","124"," ","1.0775","14.7524","13.6918","22","01-JUL-12","30-JUN-15"
"ST ANTHONY COMMUNITY HOSPITAL","330205","NY","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ST ANTHONY COMMUNITY HOSPITAL","330205","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ST ANTHONY COMMUNITY HOSPITAL","330205","NY","READM-30-COPD-HRRP","151"," ","1.0329","18.4791","17.8898","30","01-JUL-12","30-JUN-15"
"ST ANTHONY COMMUNITY HOSPITAL","330205","NY","READM-30-HF-HRRP","131"," ","1.0804","23.0543","21.3394","35","01-JUL-12","30-JUN-15"
"ST ANTHONY COMMUNITY HOSPITAL","330205","NY","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.1830","6.1284","5.1805","Too Few to Report","01-JUL-12","30-JUN-15"
"ST ANTHONY COMMUNITY HOSPITAL","330205","NY","READM-30-PN-HRRP","227"," ","1.0188","17.6358","17.3096","41","01-JUL-12","30-JUN-15"
"ST JOHN'S RIVERSIDE HOSPITAL","330208","NY","READM-30-AMI-HRRP","93"," ","1.0226","23.2038","22.6919","23","01-JUL-12","30-JUN-15"
"ST JOHN'S RIVERSIDE HOSPITAL","330208","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ST JOHN'S RIVERSIDE HOSPITAL","330208","NY","READM-30-COPD-HRRP","518"," ","1.1884","23.4011","19.6909","133","01-JUL-12","30-JUN-15"
"ST JOHN'S RIVERSIDE HOSPITAL","330208","NY","READM-30-HF-HRRP","656"," ","1.1658","26.6958","22.8985","185","01-JUL-12","30-JUN-15"
"ST JOHN'S RIVERSIDE HOSPITAL","330208","NY","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9821","5.8402","5.9465","Too Few to Report","01-JUL-12","30-JUN-15"
"ST JOHN'S RIVERSIDE HOSPITAL","330208","NY","READM-30-PN-HRRP","555"," ","1.2723","22.7003","17.8417","139","01-JUL-12","30-JUN-15"
"CLAXTON-HEPBURN MEDICAL CENTER","330211","NY","READM-30-AMI-HRRP","Not Available"," ","0.9740","19.5301","20.0511","Too Few to Report","01-JUL-12","30-JUN-15"
"CLAXTON-HEPBURN MEDICAL CENTER","330211","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"CLAXTON-HEPBURN MEDICAL CENTER","330211","NY","READM-30-COPD-HRRP","138"," ","0.9739","19.3773","19.8959","25","01-JUL-12","30-JUN-15"
"CLAXTON-HEPBURN MEDICAL CENTER","330211","NY","READM-30-HF-HRRP","74"," ","1.0550","22.5716","21.3954","20","01-JUL-12","30-JUN-15"
"CLAXTON-HEPBURN MEDICAL CENTER","330211","NY","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9439","4.8473","5.1357","Too Few to Report","01-JUL-12","30-JUN-15"
"CLAXTON-HEPBURN MEDICAL CENTER","330211","NY","READM-30-PN-HRRP","255"," ","0.9926","17.0135","17.1406","43","01-JUL-12","30-JUN-15"
"NYU HOSPITALS CENTER","330214","NY","READM-30-AMI-HRRP","291"," ","0.8917","15.3515","17.2156","38","01-JUL-12","30-JUN-15"
"NYU HOSPITALS CENTER","330214","NY","READM-30-CABG-HRRP","Not Available"," ","0.8282","12.5674","15.1738","Too Few to Report","01-JUL-12","30-JUN-15"
"NYU HOSPITALS CENTER","330214","NY","READM-30-COPD-HRRP","206"," ","0.9785","20.6223","21.0752","41","01-JUL-12","30-JUN-15"
"NYU HOSPITALS CENTER","330214","NY","READM-30-HF-HRRP","884"," ","1.0188","22.9450","22.5213","204","01-JUL-12","30-JUN-15"
"NYU HOSPITALS CENTER","330214","NY","READM-30-HIP-KNEE-HRRP","1775"," ","0.8454","4.2972","5.0832","73","01-JUL-12","30-JUN-15"
"NYU HOSPITALS CENTER","330214","NY","READM-30-PN-HRRP","810"," ","1.0723","19.7859","18.4520","164","01-JUL-12","30-JUN-15"
"ROME MEMORIAL HOSPITAL, INC","330215","NY","READM-30-AMI-HRRP","Not Available"," ","0.9571","17.2997","18.0747","Too Few to Report","01-JUL-12","30-JUN-15"
"ROME MEMORIAL HOSPITAL, INC","330215","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ROME MEMORIAL HOSPITAL, INC","330215","NY","READM-30-COPD-HRRP","280"," ","1.1066","22.1796","20.0430","69","01-JUL-12","30-JUN-15"
"ROME MEMORIAL HOSPITAL, INC","330215","NY","READM-30-HF-HRRP","271"," ","1.0716","22.4121","20.9143","65","01-JUL-12","30-JUN-15"
"ROME MEMORIAL HOSPITAL, INC","330215","NY","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ROME MEMORIAL HOSPITAL, INC","330215","NY","READM-30-PN-HRRP","275"," ","1.0679","18.3889","17.2189","54","01-JUL-12","30-JUN-15"
"OSWEGO HOSPITAL","330218","NY","READM-30-AMI-HRRP","84"," ","1.0457","19.4144","18.5661","19","01-JUL-12","30-JUN-15"
"OSWEGO HOSPITAL","330218","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"OSWEGO HOSPITAL","330218","NY","READM-30-COPD-HRRP","272"," ","1.1546","23.8951","20.6957","75","01-JUL-12","30-JUN-15"
"OSWEGO HOSPITAL","330218","NY","READM-30-HF-HRRP","252"," ","1.1434","25.2023","22.0423","72","01-JUL-12","30-JUN-15"
"OSWEGO HOSPITAL","330218","NY","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.0287","5.3420","5.1932","Too Few to Report","01-JUL-12","30-JUN-15"
"OSWEGO HOSPITAL","330218","NY","READM-30-PN-HRRP","513"," ","1.1087","19.4087","17.5057","105","01-JUL-12","30-JUN-15"
"ERIE COUNTY MEDICAL CENTER","330219","NY","READM-30-AMI-HRRP","Not Available"," ","1.0015","16.8563","16.8309","Too Few to Report","01-JUL-12","30-JUN-15"
"ERIE COUNTY MEDICAL CENTER","330219","NY","READM-30-CABG-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ERIE COUNTY MEDICAL CENTER","330219","NY","READM-30-COPD-HRRP","116"," ","1.0502","24.5574","23.3844","32","01-JUL-12","30-JUN-15"
"ERIE COUNTY MEDICAL CENTER","330219","NY","READM-30-HF-HRRP","174"," ","1.0488","24.1289","23.0061","45","01-JUL-12","30-JUN-15"
"ERIE COUNTY MEDICAL CENTER","330219","NY","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9349","4.7556","5.0866","Too Few to Report","01-JUL-12","30-JUN-15"
"ERIE COUNTY MEDICAL CENTER","330219","NY","READM-30-PN-HRRP","138"," ","1.0299","19.8768","19.3002","29","01-JUL-12","30-JUN-15"
"WYCKOFF HEIGHTS MEDICAL CENTER","330221","NY","READM-30-AMI-HRRP","69"," ","1.0652","23.1346","21.7182","20","01-JUL-12","30-JUN-15"
"WYCKOFF HEIGHTS MEDICAL CENTER","330221","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"WYCKOFF HEIGHTS MEDICAL CENTER","330221","NY","READM-30-COPD-HRRP","315"," ","1.2572","24.8327","19.7529","94","01-JUL-12","30-JUN-15"
"WYCKOFF HEIGHTS MEDICAL CENTER","330221","NY","READM-30-HF-HRRP","299"," ","1.1103","25.5120","22.9785","83","01-JUL-12","30-JUN-15"
"WYCKOFF HEIGHTS MEDICAL CENTER","330221","NY","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"WYCKOFF HEIGHTS MEDICAL CENTER","330221","NY","READM-30-PN-HRRP","253"," ","1.2995","23.2254","17.8721","73","01-JUL-12","30-JUN-15"
"SARATOGA HOSPITAL","330222","NY","READM-30-AMI-HRRP","Not Available"," ","0.9656","17.8844","18.5215","Too Few to Report","01-JUL-12","30-JUN-15"
"SARATOGA HOSPITAL","330222","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"SARATOGA HOSPITAL","330222","NY","READM-30-COPD-HRRP","274"," ","1.0324","19.3031","18.6972","55","01-JUL-12","30-JUN-15"
"SARATOGA HOSPITAL","330222","NY","READM-30-HF-HRRP","296"," ","0.9256","20.1734","21.7942","55","01-JUL-12","30-JUN-15"
"SARATOGA HOSPITAL","330222","NY","READM-30-HIP-KNEE-HRRP","358"," ","0.8654","4.1383","4.7821","12","01-JUL-12","30-JUN-15"
"SARATOGA HOSPITAL","330222","NY","READM-30-PN-HRRP","538"," ","1.0254","16.8611","16.4436","92","01-JUL-12","30-JUN-15"
"MASSENA MEMORIAL HOSPITAL","330223","NY","READM-30-AMI-HRRP","Not Available"," ","0.9858","18.2830","18.5470","Too Few to Report","01-JUL-12","30-JUN-15"
"MASSENA MEMORIAL HOSPITAL","330223","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"MASSENA MEMORIAL HOSPITAL","330223","NY","READM-30-COPD-HRRP","206"," ","1.0283","19.0115","18.4877","41","01-JUL-12","30-JUN-15"
"MASSENA MEMORIAL HOSPITAL","330223","NY","READM-30-HF-HRRP","158"," ","1.0445","22.3520","21.4006","38","01-JUL-12","30-JUN-15"
"MASSENA MEMORIAL HOSPITAL","330223","NY","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9527","5.3127","5.5766","Too Few to Report","01-JUL-12","30-JUN-15"
"MASSENA MEMORIAL HOSPITAL","330223","NY","READM-30-PN-HRRP","237"," ","0.8973","14.0951","15.7092","28","01-JUL-12","30-JUN-15"
"HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","330224","NY","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","330224","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","330224","NY","READM-30-COPD-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","330224","NY","READM-30-HF-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","330224","NY","READM-30-HIP-KNEE-HRRP","320"," ","0.9788","4.5051","4.6026","14","01-JUL-12","30-JUN-15"
"HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS","330224","NY","READM-30-PN-HRRP","Not Available"," ","1.0598","16.1876","15.2744","Too Few to Report","01-JUL-12","30-JUN-15"
"UNITY HOSPITAL OF ROCHESTER","330226","NY","READM-30-AMI-HRRP","83"," ","1.0179","18.0047","17.6878","16","01-JUL-12","30-JUN-15"
"UNITY HOSPITAL OF ROCHESTER","330226","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"UNITY HOSPITAL OF ROCHESTER","330226","NY","READM-30-COPD-HRRP","156"," ","1.0558","20.7434","19.6462","36","01-JUL-12","30-JUN-15"
"UNITY HOSPITAL OF ROCHESTER","330226","NY","READM-30-HF-HRRP","296"," ","1.0220","21.8442","21.3734","66","01-JUL-12","30-JUN-15"
"UNITY HOSPITAL OF ROCHESTER","330226","NY","READM-30-HIP-KNEE-HRRP","406"," ","0.8885","4.2629","4.7976","15","01-JUL-12","30-JUN-15"
"UNITY HOSPITAL OF ROCHESTER","330226","NY","READM-30-PN-HRRP","363"," ","1.1520","18.9110","16.4161","76","01-JUL-12","30-JUN-15"
"BROOKS MEMORIAL HOSPITAL","330229","NY","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BROOKS MEMORIAL HOSPITAL","330229","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BROOKS MEMORIAL HOSPITAL","330229","NY","READM-30-COPD-HRRP","73"," ","1.0317","20.4086","19.7822","17","01-JUL-12","30-JUN-15"
"BROOKS MEMORIAL HOSPITAL","330229","NY","READM-30-HF-HRRP","117"," ","1.1069","23.6391","21.3569","34","01-JUL-12","30-JUN-15"
"BROOKS MEMORIAL HOSPITAL","330229","NY","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.8841","4.3376","4.9061","Too Few to Report","01-JUL-12","30-JUN-15"
"BROOKS MEMORIAL HOSPITAL","330229","NY","READM-30-PN-HRRP","104"," ","1.0964","18.4792","16.8550","24","01-JUL-12","30-JUN-15"
"QUEENS HOSPITAL CENTER","330231","NY","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"QUEENS HOSPITAL CENTER","330231","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"QUEENS HOSPITAL CENTER","330231","NY","READM-30-COPD-HRRP","56"," ","1.1032","20.5354","18.6143","18","01-JUL-12","30-JUN-15"
"QUEENS HOSPITAL CENTER","330231","NY","READM-30-HF-HRRP","92"," ","1.0633","20.9731","19.7236","23","01-JUL-12","30-JUN-15"
"QUEENS HOSPITAL CENTER","330231","NY","READM-30-HIP-KNEE-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"QUEENS HOSPITAL CENTER","330231","NY","READM-30-PN-HRRP","263"," ","1.3522","21.3087","15.7580","72","01-JUL-12","30-JUN-15"
"ST MARY'S HOSPITAL ( TROY )","330232","NY","READM-30-AMI-HRRP","42"," ","1.0574","20.4941","19.3808","12","01-JUL-12","30-JUN-15"
"ST MARY'S HOSPITAL ( TROY )","330232","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"ST MARY'S HOSPITAL ( TROY )","330232","NY","READM-30-COPD-HRRP","274"," ","1.0033","19.9934","19.9283","55","01-JUL-12","30-JUN-15"
"ST MARY'S HOSPITAL ( TROY )","330232","NY","READM-30-HF-HRRP","176"," ","0.9291","20.7466","22.3291","32","01-JUL-12","30-JUN-15"
"ST MARY'S HOSPITAL ( TROY )","330232","NY","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.0078","7.3604","7.3037","Too Few to Report","01-JUL-12","30-JUN-15"
"ST MARY'S HOSPITAL ( TROY )","330232","NY","READM-30-PN-HRRP","219"," ","1.0036","16.8118","16.7522","37","01-JUL-12","30-JUN-15"
"BROOKDALE HOSPITAL MEDICAL CENTER","330233","NY","READM-30-AMI-HRRP","67"," ","1.0137","19.6407","19.3752","14","01-JUL-12","30-JUN-15"
"BROOKDALE HOSPITAL MEDICAL CENTER","330233","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BROOKDALE HOSPITAL MEDICAL CENTER","330233","NY","READM-30-COPD-HRRP","204"," ","1.1506","25.5398","22.1972","62","01-JUL-12","30-JUN-15"
"BROOKDALE HOSPITAL MEDICAL CENTER","330233","NY","READM-30-HF-HRRP","215"," ","1.1393","25.4581","22.3463","63","01-JUL-12","30-JUN-15"
"BROOKDALE HOSPITAL MEDICAL CENTER","330233","NY","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BROOKDALE HOSPITAL MEDICAL CENTER","330233","NY","READM-30-PN-HRRP","143"," ","1.1012","20.8499","18.9331","35","01-JUL-12","30-JUN-15"
"WESTCHESTER MEDICAL CENTER","330234","NY","READM-30-AMI-HRRP","442"," ","0.9720","16.4399","16.9130","71","01-JUL-12","30-JUN-15"
"WESTCHESTER MEDICAL CENTER","330234","NY","READM-30-CABG-HRRP","180"," ","1.0705","15.8590","14.8141","31","01-JUL-12","30-JUN-15"
"WESTCHESTER MEDICAL CENTER","330234","NY","READM-30-COPD-HRRP","126"," ","1.0972","22.7166","20.7050","35","01-JUL-12","30-JUN-15"
"WESTCHESTER MEDICAL CENTER","330234","NY","READM-30-HF-HRRP","296"," ","1.0339","22.9460","22.1930","70","01-JUL-12","30-JUN-15"
"WESTCHESTER MEDICAL CENTER","330234","NY","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.8851","4.8118","5.4365","Too Few to Report","01-JUL-12","30-JUN-15"
"WESTCHESTER MEDICAL CENTER","330234","NY","READM-30-PN-HRRP","233"," ","1.0537","19.8280","18.8182","49","01-JUL-12","30-JUN-15"
"AUBURN COMMUNITY HOSPITAL","330235","NY","READM-30-AMI-HRRP","85"," ","1.0228","20.7304","20.2675","19","01-JUL-12","30-JUN-15"
"AUBURN COMMUNITY HOSPITAL","330235","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"AUBURN COMMUNITY HOSPITAL","330235","NY","READM-30-COPD-HRRP","315"," ","1.0546","22.6409","21.4679","75","01-JUL-12","30-JUN-15"
"AUBURN COMMUNITY HOSPITAL","330235","NY","READM-30-HF-HRRP","423"," ","1.0777","21.3860","19.8443","95","01-JUL-12","30-JUN-15"
"AUBURN COMMUNITY HOSPITAL","330235","NY","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.0215","5.2621","5.1516","Too Few to Report","01-JUL-12","30-JUN-15"
"AUBURN COMMUNITY HOSPITAL","330235","NY","READM-30-PN-HRRP","500"," ","1.1360","18.6821","16.4455","100","01-JUL-12","30-JUN-15"
"NEW YORK METHODIST HOSPITAL","330236","NY","READM-30-AMI-HRRP","377"," ","1.1176","20.9907","18.7817","86","01-JUL-12","30-JUN-15"
"NEW YORK METHODIST HOSPITAL","330236","NY","READM-30-CABG-HRRP","Not Available"," ","1.0260","17.5050","17.0606","Too Few to Report","01-JUL-12","30-JUN-15"
"NEW YORK METHODIST HOSPITAL","330236","NY","READM-30-COPD-HRRP","583"," ","1.0748","23.8320","22.1727","144","01-JUL-12","30-JUN-15"
"NEW YORK METHODIST HOSPITAL","330236","NY","READM-30-HF-HRRP","1073"," ","1.1108","25.1001","22.5957","276","01-JUL-12","30-JUN-15"
"NEW YORK METHODIST HOSPITAL","330236","NY","READM-30-HIP-KNEE-HRRP","242"," ","1.1349","6.8045","5.9957","19","01-JUL-12","30-JUN-15"
"NEW YORK METHODIST HOSPITAL","330236","NY","READM-30-PN-HRRP","951"," ","1.2644","23.2548","18.3921","234","01-JUL-12","30-JUN-15"
"NICHOLAS H NOYES MEMORIAL HOSPITAL","330238","NY","READM-30-AMI-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"NICHOLAS H NOYES MEMORIAL HOSPITAL","330238","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"NICHOLAS H NOYES MEMORIAL HOSPITAL","330238","NY","READM-30-COPD-HRRP","72"," ","1.0091","18.6273","18.4602","14","01-JUL-12","30-JUN-15"
"NICHOLAS H NOYES MEMORIAL HOSPITAL","330238","NY","READM-30-HF-HRRP","77"," ","0.9837","20.7788","21.1236","15","01-JUL-12","30-JUN-15"
"NICHOLAS H NOYES MEMORIAL HOSPITAL","330238","NY","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9057","4.8113","5.3122","Too Few to Report","01-JUL-12","30-JUN-15"
"NICHOLAS H NOYES MEMORIAL HOSPITAL","330238","NY","READM-30-PN-HRRP","159"," ","0.9613","15.0842","15.6909","22","01-JUL-12","30-JUN-15"
"WOMAN'S CHRISTIAN ASSOCIATION","330239","NY","READM-30-AMI-HRRP","53"," ","1.0052","20.1517","20.0475","11","01-JUL-12","30-JUN-15"
"WOMAN'S CHRISTIAN ASSOCIATION","330239","NY","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"WOMAN'S CHRISTIAN ASSOCIATION","330239","NY","READM-30-COPD-HRRP","201"," ","1.0926","21.8949","20.0391","50","01-JUL-12","30-JUN-15"
