Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,IMM-2 Achievement Threshold,IMM-2 Benchmark,IMM-2 Baseline Rate,IMM-2 Performance Rate,IMM-2 Achievement Points,IMM-2 Improvement Points,IMM-2 Measure Score,IMM-2 Preventive Condition/Procedure Score
"530015","ST JOHNS MEDICAL CENTER","625 EAST BROADWAY","Jackson","WY","83001","TETON","0.951607","0.997739","0.956140","0.987500","8 out of 10","7 out of 9","8 out of 10","8"
"060103","CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL","100 HEALTH PARK DRIVE","Louisville","CO","80027","BOULDER","0.951607","0.997739","0.990315","0.992611","8 out of 10","3 out of 9","8 out of 10","8"
"310051","OVERLOOK MEDICAL CENTER","99 BEAUVOIR AVENUE","Summit","NJ","07902","UNION","0.951607","0.997739","0.969171","0.973737","5 out of 10","1 out of 9","5 out of 10","5"
"040062","MERCY HOSPITAL FORT SMITH","7301 ROGERS AVE","Fort Smith","AR","72903","SEBASTIAN","0.951607","0.997739","0.940039","0.970060","4 out of 10","5 out of 9","5 out of 10","5"
"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH","301 UNIVERSITY BOULEVARD","Galveston","TX","77555","GALVESTON","0.951607","0.997739","0.872340","0.836559","0 out of 10","0 out of 9","0 out of 10","0"
"100106","DOCTOR'S MEMORIAL HOSPITAL INC","333 N BYRON BUTLER PKWY","Perry","FL","32347","TAYLOR","0.951607","0.997739","0.915825","0.788618","0 out of 10","0 out of 9","0 out of 10","0"
"330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","Plattsburgh","NY","12901","CLINTON","0.951607","0.997739","0.889483","0.982111","6 out of 10","8 out of 9","8 out of 10","8"
"490002","RUSSELL COUNTY MEDICAL CENTER","58 CARROLL STREET","Lebanon","VA","24266","RUSSELL","0.951607","0.997739","0.985816","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","121 DEKALB AVENUE","Brooklyn","NY","11201","KINGS","0.951607","0.997739","0.904192","0.885835","0 out of 10","0 out of 9","0 out of 10","0"
"380102","SACRED HEART MEDICAL CENTER - RIVERBEND","3333 RIVERBEND DRIVE","Springfield","OR","97477","LANE","0.951607","0.997739","0.832090","0.913858","0 out of 10","4 out of 9","4 out of 10","4"
"500077","PROVIDENCE HOLY FAMILY HOSPITAL","5633 NORTH LIDGERWOOD","Spokane","WA","99208","SPOKANE","0.951607","0.997739","0.920732","0.905051","0 out of 10","0 out of 9","0 out of 10","0"
"670078","BAPTIST EMERGENCY HOSPITAL","16088 SAN PEDRO","San Antonio","TX","78232","BEXAR","0.951607","0.997739","0.600000","0.884120","0 out of 10","7 out of 9","7 out of 10","7"
"030085","NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD","Tucson","AZ","85741","PIMA","0.951607","0.997739","0.931438","0.967153","4 out of 10","5 out of 9","5 out of 10","5"
"160032","SKIFF MEDICAL CENTER","204 N 4TH AVE E","Newton","IA","50208","JASPER","0.951607","0.997739","0.971930","0.919118","0 out of 10","0 out of 9","0 out of 10","0"
"460003","SALT LAKE REGIONAL MEDICAL CENTER","1050 EAST SOUTH TEMPLE","Salt Lake City","UT","84102","SALT LAKE","0.951607","0.997739","0.982857","0.988506","8 out of 10","3 out of 9","8 out of 10","8"
"050770","LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA","28062 BAXTER ROAD","Murrieta","CA","92563","RIVERSIDE","0.951607","0.997739","0.858293","0.893238","0 out of 10","2 out of 9","2 out of 10","2"
"240052","LAKE REGION HEALTHCARE CORPORATION","712 SOUTH CASCADE","Fergus Falls","MN","56537","OTTER TAIL","0.951607","0.997739","0.945652","0.950166","0 out of 10","0 out of 9","0 out of 10","0"
"110044","PHOEBE SUMTER MEDICAL CENTER","126 HIGHWAY 280 W","Americus","GA","31719","SUMTER","0.951607","0.997739","0.911616","0.710000","0 out of 10","0 out of 9","0 out of 10","0"
"230269","BEAUMONT HOSPITAL, TROY","44201 DEQUINDRE ROAD","Troy","MI","48085","OAKLAND","0.951607","0.997739","0.967213","0.949438","0 out of 10","0 out of 9","0 out of 10","0"
"220036","ST ELIZABETH'S MEDICAL CENTER","736 CAMBRIDGE STREET","Brighton","MA","02135","SUFFOLK","0.951607","0.997739","0.787431","0.903846","0 out of 10","5 out of 9","5 out of 10","5"
"280133","NEBRASKA SPINE HOSPITAL, LLC","P O BOX 34400, 6901 NORTH 72ND ST, STE 20300","Omaha","NE","68122","DOUGLAS","0.951607","0.997739","0.975000","0.970199","4 out of 10","0 out of 9","4 out of 10","4"
"230156","ST JOSEPH MERCY HOSPITAL","5301 E HURON RIVER DR","Ann Arbor","MI","48106","WASHTENAW","0.951607","0.997739","0.946774","0.965686","3 out of 10","3 out of 9","3 out of 10","3"
"230022","COMMUNITY HEALTH CENTER OF BRANCH COUNTY","274 E CHICAGO ST","Coldwater","MI","49036","BRANCH","0.951607","0.997739","0.953988","0.959866","2 out of 10","1 out of 9","2 out of 10","2"
"440003","SUMNER REGIONAL MEDICAL CENTER","555 HARTSVILLE PIKE","Gallatin","TN","37066","SUMNER","0.951607","0.997739","0.992337","0.986063","7 out of 10","0 out of 9","7 out of 10","7"
"270017","ST JAMES HEALTHCARE","400 S CLARK ST","Butte","MT","59701","SILVER BOW","0.951607","0.997739","0.915014","0.918239","0 out of 10","0 out of 9","0 out of 10","0"
"050541","KAISER FOUNDATION HOSPITAL - REDWOOD CITY","1100 VETERANS BOULEVARD","Redwood City","CA","94063","SAN MATEO","0.951607","0.997739","0.943137","0.954644","1 out of 10","2 out of 9","2 out of 10","2"
"330153","ELLIS HOSPITAL","1101 NOTT STREET","Schenectady","NY","12308","SCHENECTADY","0.951607","0.997739","0.958647","0.938202","0 out of 10","0 out of 9","0 out of 10","0"
"360151","AFFINITY MEDICAL CENTER","875 EIGHTH STREET NE","Massillon","OH","44646","STARK","0.951607","0.997739","0.917910","0.948052","0 out of 10","3 out of 9","3 out of 10","3"
"460026","SEVIER VALLEY MEDICAL CENTER","1000 NORTH MAIN STREET","Richfield","UT","84701","SEVIER","0.951607","0.997739","0.979167","0.987069","7 out of 10","4 out of 9","7 out of 10","7"
"100244","CAPE CORAL HOSPITAL","636 DEL PRADO BLVD","Cape Coral","FL","33990","LEE","0.951607","0.997739","0.808194","0.941509","0 out of 10","7 out of 9","7 out of 10","7"
"490123","RAPPAHANNOCK GENERAL HOSPITAL","101 HARRIS ROAD","Kilmarnock","VA","22482","LANCASTER","0.951607","0.997739","0.982143","0.981413","6 out of 10","0 out of 9","6 out of 10","6"
"250042","NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER","1970 HOSPITAL DRIVE","Clarksdale","MS","38614","COAHOMA","0.951607","0.997739","0.982558","0.989160","8 out of 10","4 out of 9","8 out of 10","8"
"330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","Carmel","NY","10512","PUTNAM","0.951607","0.997739","0.987762","0.996587","9 out of 10","8 out of 9","9 out of 10","9"
"050744","ANAHEIM GLOBAL MEDICAL CENTER","1025 S ANAHEIM BLVD","Anaheim","CA","92805","ORANGE","0.951607","0.997739","0.896440","0.748092","0 out of 10","0 out of 9","0 out of 10","0"
"060126","BANNER FORT COLLINS MEDICAL CENTER","4700 LADY MOON DR","Fort Collins","CO","80528","LARIMER","0.951607","0.997739","Not Available","0.968992","4 out of 10","Not Available","4 out of 10","4"
"010019","HELEN KELLER MEMORIAL HOSPITAL","1300 SOUTH MONTGOMERY AVENUE","Sheffield","AL","35660","COLBERT","0.951607","0.997739","0.969636","0.964059","3 out of 10","0 out of 9","3 out of 10","3"
"310029","OUR LADY OF LOURDES MEDICAL CENTER","1600 HADDON AVENUE","Camden","NJ","08103","CAMDEN","0.951607","0.997739","0.976492","0.989343","8 out of 10","6 out of 9","8 out of 10","8"
"490141","SPOTSYLVANIA REGIONAL MEDICAL CENTER","4600 SPOTSYLVANIA PARKWAY","Fredericksburg","VA","22408","SPOTSYLVANIA","0.951607","0.997739","0.989429","0.993737","9 out of 10","5 out of 9","9 out of 10","9"
"280128","CHI HEALTH NEBRASKA HEART","7500 SOUTH 91ST ST","Lincoln","NE","68526","LANCASTER","0.951607","0.997739","0.934579","0.965944","3 out of 10","4 out of 9","4 out of 10","4"
"520189","AURORA MEDICAL CTR KENOSHA","10400 75TH ST","Kenosha","WI","53142","KENOSHA","0.951607","0.997739","0.953540","0.989858","8 out of 10","8 out of 9","8 out of 10","8"
"390312","CANCER TREATMENT CENTERS OF AMERICA","1331 EAST WYOMING AVENUE","Philadelphia","PA","19124","PHILADELPHIA","0.951607","0.997739","0.944649","0.929630","0 out of 10","0 out of 9","0 out of 10","0"
"340069","WAKEMED, RALEIGH CAMPUS","3000 NEW BERN AVE","Raleigh","NC","27610","WAKE","0.951607","0.997739","0.906615","0.950100","0 out of 10","4 out of 9","4 out of 10","4"
"060031","CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES","2222 N NEVADA AVE","Colorado Springs","CO","80907","EL PASO","0.951607","0.997739","0.917667","0.985612","7 out of 10","8 out of 9","8 out of 10","8"
"250002","TISHOMINGO HEALTH SERVICES INC","1777 CURTIS DRIVE","Iuka","MS","38852","TISHOMINGO","0.951607","0.997739","0.957854","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"190005","UNIVERSITY MEDICAL CENTER NEW ORLEANS","2000 CANAL STREET","New Orleans","LA","70112","ORLEANS","0.951607","0.997739","0.685619","0.848684","0 out of 10","5 out of 9","5 out of 10","5"
"140160","FHN MEMORIAL HOSPITAL","1045 WEST STEPHENSON STREET","Freeport","IL","61032","STEPHENSON","0.951607","0.997739","0.973568","0.980349","6 out of 10","2 out of 9","6 out of 10","6"
"310044","CAPITAL HEALTH MEDICAL CENTER - HOPEWELL","ONE CAPITAL WAY","Pennington","NJ","08534","MERCER","0.951607","0.997739","0.950820","0.953333","1 out of 10","0 out of 9","1 out of 10","1"
"310034","RIVERVIEW MEDICAL CENTER","ONE RIVERVIEW PLAZA","Red Bank","NJ","07701","MONMOUTH","0.951607","0.997739","0.994413","0.998134","10 out of 10","9 out of 9","10 out of 10","10"
"050028","MAD RIVER COMMUNITY HOSPITAL","3800 JANES RD","Arcata","CA","95521","HUMBOLDT","0.951607","0.997739","0.656109","0.857143","0 out of 10","5 out of 9","5 out of 10","5"
"140258","ALEXIAN BROTHERS MEDICAL CENTER 1","800 W BIESTERFIELD RD","Elk Grove Village","IL","60007","COOK","0.951607","0.997739","0.957878","0.982946","7 out of 10","6 out of 9","7 out of 10","7"
"110191","PIEDMONT HENRY HOSPITAL","1133 EAGLE'S LANDING PARKWAY","Stockbridge","GA","30281","HENRY","0.951607","0.997739","0.835564","0.904762","0 out of 10","4 out of 9","4 out of 10","4"
"050116","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD","Northridge","CA","91325","LOS ANGELES","0.951607","0.997739","0.964353","0.994595","9 out of 10","9 out of 9","9 out of 10","9"
"180067","UNIVERSITY OF KENTUCKY HOSPITAL","800 ROSE STREET","Lexington","KY","40536","FAYETTE","0.951607","0.997739","0.980431","0.961315","2 out of 10","0 out of 9","2 out of 10","2"
"100075","ST JOSEPHS HOSPITAL","3001 W MARTIN LUTHER KING JR BLVD","Tampa","FL","33607","HILLSBOROUGH","0.951607","0.997739","0.953678","0.983411","7 out of 10","6 out of 9","7 out of 10","7"
"450080","TITUS REGIONAL MEDICAL CENTER","2001 N JEFFERSON","Mount Pleasant","TX","75455","TITUS","0.951607","0.997739","0.889313","0.942073","0 out of 10","4 out of 9","4 out of 10","4"
"040153","WADLEY REGIONAL MEDICAL CENTER AT HOPE","2001 SOUTH MAIN","Hope","AR","71801","HEMPSTEAD","0.951607","0.997739","0.992674","0.996528","9 out of 10","7 out of 9","9 out of 10","9"
"450219","BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO","200 W OLLIE","Llano","TX","78643","LLANO","0.951607","0.997739","0.938547","0.963415","3 out of 10","4 out of 9","4 out of 10","4"
"460051","JORDAN VALLEY MEDICAL CENTER","3580 WEST 9000 SOUTH","West Jordan","UT","84088","SALT LAKE","0.951607","0.997739","0.983529","0.962366","3 out of 10","0 out of 9","3 out of 10","3"
"260096","NORTH KANSAS CITY HOSPITAL","2800 CLAY EDWARDS DRIVE","North Kansas City","MO","64116","CLAY","0.951607","0.997739","0.992248","0.993837","9 out of 10","2 out of 9","9 out of 10","9"
"450194","EAST TEXAS MEDICAL CENTER JACKSONVILLE","501 S RAGSDALE","Jacksonville","TX","75766","CHEROKEE","0.951607","0.997739","0.862385","0.941964","0 out of 10","5 out of 9","5 out of 10","5"
"500001","NORTHWEST HOSPITAL","1550 NORTH 115TH STREET","Seattle","WA","98133","KING","0.951607","0.997739","0.978558","0.946154","0 out of 10","0 out of 9","0 out of 10","0"
"050089","COMMUNITY HOSPITAL OF SAN BERNARDINO","1805 MEDICAL CENTER DRIVE","San Bernardino","CA","92411","SAN BERNARDINO","0.951607","0.997739","0.964444","0.986014","7 out of 10","6 out of 9","7 out of 10","7"
"440057","CLAIBORNE MEDICAL CENTER","1850 OLD KNOXVILLE HIGHWAY","Tazewell","TN","37879","CLAIBORNE","0.951607","0.997739","0.846715","0.973684","5 out of 10","8 out of 9","8 out of 10","8"
"070002","ST FRANCIS HOSPITAL & MEDICAL CENTER","114 WOODLAND STREET","Hartford","CT","06105","HARTFORD","0.951607","0.997739","0.928819","0.986371","7 out of 10","8 out of 9","8 out of 10","8"
"380037","PROVIDENCE NEWBERG MEDICAL CENTER","1001 PROVIDENCE DRIVE","Newberg","OR","97132","YAMHILL","0.951607","0.997739","0.844358","0.706294","0 out of 10","0 out of 9","0 out of 10","0"
"030068","MT. GRAHAM REGIONAL MEDICAL CENTER","1600 SOUTH 20TH AVENUE","Safford","AZ","85546","GRAHAM","0.951607","0.997739","0.868902","0.648855","0 out of 10","0 out of 9","0 out of 10","0"
"150162","FRANCISCAN HEALTH INDIANAPOLIS","8111 S EMERSON AVE","Indianapolis","IN","46237","MARION","0.951607","0.997739","0.990369","0.993967","9 out of 10","4 out of 9","9 out of 10","9"
"050506","SIERRA VISTA REGIONAL MEDICAL CENTER","1010 MURRAY ST","San Luis Obispo","CA","93405","SAN LUIS OBISPO","0.951607","0.997739","0.951271","0.954262","1 out of 10","0 out of 9","1 out of 10","1"
"230254","CRITTENTON HOSPITAL MEDICAL CENTER","1101 W UNIVERSITY DRIVE","Rochester","MI","48307","OAKLAND","0.951607","0.997739","0.974820","0.998195","10 out of 10","9 out of 9","10 out of 10","10"
"460019","UINTAH BASIN MEDICAL CENTER","250 WEST 300 NORTH","Roosevelt","UT","84066","DUCHESNE","0.951607","0.997739","0.852273","0.830189","0 out of 10","0 out of 9","0 out of 10","0"
"330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","301 PROSPECT AVENUE","Syracuse","NY","13203","ONONDAGA","0.951607","0.997739","0.847247","0.899824","0 out of 10","3 out of 9","3 out of 10","3"
"520041","DIVINE SAVIOR HEALTHCARE","2817 NEW PINERY ROAD","Portage","WI","53901","COLUMBIA","0.951607","0.997739","0.841160","0.931592","0 out of 10","5 out of 9","5 out of 10","5"
"110031","WELLSTAR SPALDING REGIONAL HOSPITAL","601 SOUTH 8TH STREET","Griffin","GA","30223","SPALDING","0.951607","0.997739","0.970435","0.968085","4 out of 10","0 out of 9","4 out of 10","4"
"260142","FITZGIBBON HOSPITAL","2305 S 65 HIGHWAY","Marshall","MO","65340","SALINE","0.951607","0.997739","0.953846","0.930403","0 out of 10","0 out of 9","0 out of 10","0"
"080007","BEEBE MEDICAL CENTER","424 SAVANNAH RD","Lewes","DE","19958","SUSSEX","0.951607","0.997739","0.969147","0.952294","1 out of 10","0 out of 9","1 out of 10","1"
"050724","BAKERSFIELD HEART HOSPITAL","3001 SILLECT AVENUE","Bakersfield","CA","93308","KERN","0.951607","0.997739","0.855615","0.902208","0 out of 10","3 out of 9","3 out of 10","3"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","Soldotna","AK","99669","KENAI-COOK INLET","0.951607","0.997739","0.944664","0.976744","5 out of 10","6 out of 9","6 out of 10","6"
"240014","NORTHFIELD HOSPITAL","2000 NORTH AVENUE","Northfield","MN","55057","DAKOTA","0.951607","0.997739","0.914634","0.965649","3 out of 10","6 out of 9","6 out of 10","6"
"190146","EAST JEFFERSON GENERAL HOSPITAL","4200 HOUMA BLVD","Metairie","LA","70011","JEFFERSON","0.951607","0.997739","0.900870","0.918544","0 out of 10","1 out of 9","1 out of 10","1"
"250019","MEMORIAL HOSPITAL AT GULFPORT","4500 13TH ST-P O BOX 1810","Gulfport","MS","39502","HARRISON","0.951607","0.997739","0.966011","0.907273","0 out of 10","0 out of 9","0 out of 10","0"
"450178","PECOS COUNTY MEMORIAL HOSPITAL","387 WEST I 10","Fort Stockton","TX","79735","PECOS","0.951607","0.997739","0.913208","0.912548","0 out of 10","0 out of 9","0 out of 10","0"
"490079","MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY","320 HOSPITAL DRIVE","Martinsville","VA","24115","HENRY","0.951607","0.997739","0.976793","0.965885","3 out of 10","0 out of 9","3 out of 10","3"
"230092","HENRY FORD ALLEGIANCE HEALTH","205 N EAST AVE","Jackson","MI","49201","JACKSON","0.951607","0.997739","0.945355","0.987226","7 out of 10","7 out of 9","7 out of 10","7"
"490050","VIRGINIA HOSPITAL CENTER","1701 NORTH GEORGE MASON DRIVE","Arlington","VA","22205","ARLINGTON","0.951607","0.997739","0.959184","0.995918","9 out of 10","9 out of 9","9 out of 10","9"
"450651","MEDICAL CENTER OF PLANO","3901 W 15TH ST","Plano","TX","75075","COLLIN","0.951607","0.997739","0.998339","0.996383","9 out of 10","0 out of 9","9 out of 10","9"
"070036","JOHN DEMPSEY HOSPITAL","263 FARMINGTON AVE","Farmington","CT","06032","HARTFORD","0.951607","0.997739","0.990909","0.978836","6 out of 10","0 out of 9","6 out of 10","6"
"360077","FAIRVIEW HOSPITAL","18101 LORAIN AVENUE","Cleveland","OH","44111","CUYAHOGA","0.951607","0.997739","0.979478","0.972461","5 out of 10","0 out of 9","5 out of 10","5"
"330058","GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET","Geneva","NY","14456","ONTARIO","0.951607","0.997739","0.916449","0.945736","0 out of 10","3 out of 9","3 out of 10","3"
"450539","COVENANT HOSPITAL PLAINVIEW","2601 DIMMITT RD","Plainview","TX","79072","HALE","0.951607","0.997739","0.889344","0.943548","0 out of 10","5 out of 9","5 out of 10","5"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","Rutherfordton","NC","28139","RUTHERFORD","0.951607","0.997739","0.968343","0.955497","1 out of 10","0 out of 9","1 out of 10","1"
"110089","COFFEE REGIONAL MEDICAL CENTER","1101 OCILLA ROAD","Douglas","GA","31533","COFFEE","0.951607","0.997739","0.982578","0.962353","3 out of 10","0 out of 9","3 out of 10","3"
"100176","PALM BEACH GARDENS MEDICAL CENTER","3360 BURNS RD","Palm Beach Gardens","FL","33410","PALM BEACH","0.951607","0.997739","0.981191","0.986025","7 out of 10","2 out of 9","7 out of 10","7"
"310017","CHILTON MEDICAL CENTER","97 WEST PARKWAY","Pompton Plains","NJ","07444","MORRIS","0.951607","0.997739","0.994413","0.979516","6 out of 10","0 out of 9","6 out of 10","6"
"520098","UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY","600 HIGHLAND AVENUE","Madison","WI","53792","DANE","0.951607","0.997739","0.979275","0.982729","7 out of 10","1 out of 9","7 out of 10","7"
"390115","ARIA HEALTH","10800 KNIGHTS ROAD","Philadelphia","PA","19114","PHILADELPHIA","0.951607","0.997739","0.872600","0.885563","0 out of 10","1 out of 9","1 out of 10","1"
"460030","ASHLEY REGIONAL MEDICAL CENTER","150 WEST 100 NORTH","Vernal","UT","84078","UINTAH","0.951607","0.997739","0.904382","0.986111","7 out of 10","8 out of 9","8 out of 10","8"
"330221","WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET","Brooklyn","NY","11237","KINGS","0.951607","0.997739","0.990602","0.970297","4 out of 10","0 out of 9","4 out of 10","4"
"510038","STONEWALL JACKSON MEMORIAL HOSPITAL","230 HOSPITAL PLAZA","Weston","WV","26452","LEWIS","0.951607","0.997739","0.988806","0.996296","9 out of 10","8 out of 9","9 out of 10","9"
"150168","THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","7952 W JEFFERSON BLVD","Ft Wayne","IN","46804","ALLEN","0.951607","0.997739","0.994100","0.991279","8 out of 10","0 out of 9","8 out of 10","8"
"010049","MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","Enterprise","AL","36330","COFFEE","0.951607","0.997739","1.000000","0.991279","8 out of 10","0 out of 9","8 out of 10","8"
"330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","Middletown","NY","10940","ORANGE","0.951607","0.997739","0.843575","0.988868","8 out of 10","9 out of 9","9 out of 10","9"
"370002","ALLIANCEHEALTH WOODWARD","900 17TH STREET","Woodward","OK","73801","WOODWARD","0.951607","0.997739","1.000000","0.995951","9 out of 10","0 out of 9","9 out of 10","9"
"140239","ROCKFORD MEMORIAL HOSPITAL","2400 NORTH ROCKTON AVENUE","Rockford","IL","61103","WINNEBAGO","0.951607","0.997739","0.904437","0.975000","5 out of 10","7 out of 9","7 out of 10","7"
"110082","SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD","Atlanta","GA","30342","FULTON","0.951607","0.997739","0.947798","0.958132","2 out of 10","2 out of 9","2 out of 10","2"
"100017","HALIFAX HEALTH MEDICAL CENTER","303 N CLYDE MORRIS BLVD","Daytona Beach","FL","32114","VOLUSIA","0.951607","0.997739","0.767642","0.940520","0 out of 10","7 out of 9","7 out of 10","7"
"040137","ST VINCENT MEDICAL CENTER/NORTH","2215 WILDWOOD AVENUE","Sherwood","AR","72120","PULASKI","0.951607","0.997739","0.958042","0.978261","6 out of 10","5 out of 9","6 out of 10","6"
"370008","NORMAN REGIONAL HOSPITAL AUTHORITY","901 NORTH PORTER","Norman","OK","73070","CLEVELAND","0.951607","0.997739","0.988212","0.994264","9 out of 10","6 out of 9","9 out of 10","9"
