"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"CO","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","14","","04/01/2015","03/31/2016"
"CT","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","26","","04/01/2015","03/31/2016"
"DC","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","52","","04/01/2015","03/31/2016"
"DE","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","33","","04/01/2015","03/31/2016"
"FL","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","","04/01/2015","03/31/2016"
"GA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","28","","04/01/2015","03/31/2016"
"GU","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"HI","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","","04/01/2015","03/31/2016"
"IA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","","04/01/2015","03/31/2016"
"ID","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","19","","04/01/2015","03/31/2016"
"IL","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","25","","04/01/2015","03/31/2016"
"IN","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","18","","04/01/2015","03/31/2016"
"KS","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","17","","04/01/2015","03/31/2016"
"KY","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","22","","04/01/2015","03/31/2016"
"LA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","19","","04/01/2015","03/31/2016"
"MA","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","38","","04/01/2015","03/31/2016"
"MD","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","53","","04/01/2015","03/31/2016"
"ME","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","25","","04/01/2015","03/31/2016"
"MI","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","","04/01/2015","03/31/2016"
"MN","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","18","","04/01/2015","03/31/2016"
"MO","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","22","","04/01/2015","03/31/2016"
"MP","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","Not Available","5 - Results are not available for this reporting period.","04/01/2015","03/31/2016"
"MS","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","24","","04/01/2015","03/31/2016"
"MT","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","15","","04/01/2015","03/31/2016"
"NC","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","28","","04/01/2015","03/31/2016"
"ND","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","18","","04/01/2015","03/31/2016"
"NE","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","","04/01/2015","03/31/2016"
"NH","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","26","","04/01/2015","03/31/2016"
"NJ","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","27","","04/01/2015","03/31/2016"
"NM","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","24","","04/01/2015","03/31/2016"
"NV","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","20","","04/01/2015","03/31/2016"
"NY","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","21","","04/01/2015","03/31/2016"
"OH","Emergency Department","Average (median) time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better","OP_20","17","","04/01/2015","03/31/2016"
